,Player No,Player Name,Position,Total ABS,Attack Points,Block Points,Serve Points,Errors, Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
6,1,Agbortabi Vanessa ,OH,0,0,0,0,,,GER,SCORING,4,20,16073,0
7,2,Kästner Pia ,S,0,0,0,0,,-37.50,GER,SCORING,4,20,16073,0
8,3,Cesar Annie ,L,0,0,0,0,,,GER,SCORING,4,20,16073,0
9,4,Pogany Anna (C),L,0,0,0,0,,,GER,SCORING,4,20,16073,0
10,5,Glaab Corina ,S,0,0,0,0,,,GER,SCORING,4,20,16073,0
11,6,Stautz Antonia ,OH,0,0,0,0,,0.00,GER,SCORING,4,20,16073,0
12,16,Cekulaev Anastasia ,MB,0,0,0,0,,,GER,SCORING,4,20,16073,0
13,22,Strubbe Monique ,MB,0,0,0,0,,0.00,GER,SCORING,4,20,16073,0
0,12,Orthmann Hanna ,OH,7,7,0,0,,54.55,GER,SCORING,5,15,16073,1
1,9,Alsmeier Lina ,OH,2,1,1,0,,28.57,GER,SCORING,5,15,16073,1
2,14,Schölzel Marie ,MB,2,1,1,0,,66.67,GER,SCORING,5,15,16073,1
3,21,Weitzel Camilla ,MB,2,2,0,0,,66.67,GER,SCORING,5,15,16073,1
4,1,Agbortabi Vanessa ,OH,0,0,0,0,,,GER,SCORING,5,15,16073,1
5,2,Kästner Pia ,S,0,0,0,0,,0.00,GER,SCORING,5,15,16073,1
6,3,Cesar Annie ,L,0,0,0,0,,,GER,SCORING,5,15,16073,1
7,4,Pogany Anna (C),L,0,0,0,0,,,GER,SCORING,5,15,16073,1
8,5,Glaab Corina ,S,0,0,0,0,,,GER,SCORING,5,15,16073,1
9,6,Stautz Antonia ,OH,0,0,0,0,,0.00,GER,SCORING,5,15,16073,1
10,10,Stigrot Lena ,OH,0,0,0,0,,0.00,GER,SCORING,5,15,16073,1
11,16,Cekulaev Anastasia ,MB,0,0,0,0,,,GER,SCORING,5,15,16073,1
12,20,Weske Emilia ,O,0,0,0,0,,,GER,SCORING,5,15,16073,1
13,22,Strubbe Monique ,MB,0,0,0,0,,,GER,SCORING,5,15,16073,1
0,22,Lozo Sara ,O,22,18,3,1,,17.91,SRB,SCORING,0,0,16075,
1,13,Bjelica Ana (C),O,18,16,2,0,,12.31,SRB,SCORING,0,0,16075,
2,1,Busa Bianka ,OH,15,13,1,1,,14.81,SRB,SCORING,0,0,16075,
3,9,Uzelac Aleksandra ,OH,12,12,0,0,,6.25,SRB,SCORING,0,0,16075,
4,15,Stevanovic Jovana ,MB,9,4,5,0,,4.65,SRB,SCORING,0,0,16075,
5,14,Aleksic Maja ,MB,8,6,2,0,,0.00,SRB,SCORING,0,0,16075,
6,8,Mirkovic Sladjana ,S,5,4,0,1,,-2.38,SRB,SCORING,0,0,16075,
7,2,Lazovic Katarina ,OH,1,1,0,0,,9.09,SRB,SCORING,0,0,16075,
8,7,Jaksic Ana ,S,1,1,0,0,,-12.50,SRB,SCORING,0,0,16075,
9,3,Osmajic Minja ,MB,0,0,0,0,,,SRB,SCORING,0,0,16075,
10,12,Pusic Teodora ,L,0,0,0,0,,,SRB,SCORING,0,0,16075,
11,16,Jegdic Aleksandra ,L,0,0,0,0,,,SRB,SCORING,0,0,16075,
12,19,Milenkovic Bojana ,OH,0,0,0,0,,-25.00,SRB,SCORING,0,0,16075,
13,20,Zelenovic Jovana ,O,0,0,0,0,,,SRB,SCORING,0,0,16075,
0,9,Uzelac Aleksandra ,OH,9,9,0,0,,8.70,SRB,SCORING,1,24,16075,0
1,22,Lozo Sara ,O,4,3,1,0,,27.27,SRB,SCORING,1,24,16075,0
2,13,Bjelica Ana (C),O,3,3,0,0,,20.00,SRB,SCORING,1,24,16075,0
3,14,Aleksic Maja ,MB,2,1,1,0,,9.09,SRB,SCORING,1,24,16075,0
4,2,Lazovic Katarina ,OH,1,1,0,0,,14.29,SRB,SCORING,1,24,16075,0
5,15,Stevanovic Jovana ,MB,1,1,0,0,,-21.43,SRB,SCORING,1,24,16075,0
6,1,Busa Bianka ,OH,0,0,0,0,,-50.00,SRB,SCORING,1,24,16075,0
7,3,Osmajic Minja ,MB,0,0,0,0,,,SRB,SCORING,1,24,16075,0
8,7,Jaksic Ana ,S,0,0,0,0,,,SRB,SCORING,1,24,16075,0
9,8,Mirkovic Sladjana ,S,0,0,0,0,,-22.22,SRB,SCORING,1,24,16075,0
10,12,Pusic Teodora ,L,0,0,0,0,,,SRB,SCORING,1,24,16075,0
11,16,Jegdic Aleksandra ,L,0,0,0,0,,,SRB,SCORING,1,24,16075,0
12,19,Milenkovic Bojana ,OH,0,0,0,0,,0.00,SRB,SCORING,1,24,16075,0
13,20,Zelenovic Jovana ,O,0,0,0,0,,,SRB,SCORING,1,24,16075,0
0,13,Bjelica Ana (C),O,4,4,0,0,,7.14,SRB,SCORING,2,22,16075,0
1,22,Lozo Sara ,O,4,4,0,0,,-9.09,SRB,SCORING,2,22,16075,0
2,9,Uzelac Aleksandra ,OH,3,3,0,0,,0.00,SRB,SCORING,2,22,16075,0
3,8,Mirkovic Sladjana ,S,2,2,0,0,,50.00,SRB,SCORING,2,22,16075,0
4,14,Aleksic Maja ,MB,2,1,1,0,,-8.33,SRB,SCORING,2,22,16075,0
5,1,Busa Bianka ,OH,1,1,0,0,,0.00,SRB,SCORING,2,22,16075,0
6,7,Jaksic Ana ,S,1,1,0,0,,-12.50,SRB,SCORING,2,22,16075,0
7,2,Lazovic Katarina ,OH,0,0,0,0,,,SRB,SCORING,2,22,16075,0
8,3,Osmajic Minja ,MB,0,0,0,0,,,SRB,SCORING,2,22,16075,0
9,12,Pusic Teodora ,L,0,0,0,0,,,SRB,SCORING,2,22,16075,0
10,15,Stevanovic Jovana ,MB,0,0,0,0,,0.00,SRB,SCORING,2,22,16075,0
11,16,Jegdic Aleksandra ,L,0,0,0,0,,,SRB,SCORING,2,22,16075,0
12,19,Milenkovic Bojana ,OH,0,0,0,0,,-33.33,SRB,SCORING,2,22,16075,0
13,20,Zelenovic Jovana ,O,0,0,0,0,,,SRB,SCORING,2,22,16075,0
0,22,Lozo Sara ,O,6,6,0,0,,40.00,SRB,SCORING,3,25,16075,1
1,13,Bjelica Ana (C),O,5,5,0,0,,25.00,SRB,SCORING,3,25,16075,1
2,1,Busa Bianka ,OH,4,2,1,1,,16.67,SRB,SCORING,3,25,16075,1
3,14,Aleksic Maja ,MB,3,3,0,0,,8.33,SRB,SCORING,3,25,16075,1
4,15,Stevanovic Jovana ,MB,2,0,2,0,,0.00,SRB,SCORING,3,25,16075,1
5,8,Mirkovic Sladjana ,S,1,1,0,0,,-16.67,SRB,SCORING,3,25,16075,1
6,2,Lazovic Katarina ,OH,0,0,0,0,,,SRB,SCORING,3,25,16075,1
7,3,Osmajic Minja ,MB,0,0,0,0,,,SRB,SCORING,3,25,16075,1
8,7,Jaksic Ana ,S,0,0,0,0,,,SRB,SCORING,3,25,16075,1
9,9,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,3,25,16075,1
10,12,Pusic Teodora ,L,0,0,0,0,,,SRB,SCORING,3,25,16075,1
11,16,Jegdic Aleksandra ,L,0,0,0,0,,,SRB,SCORING,3,25,16075,1
12,19,Milenkovic Bojana ,OH,0,0,0,0,,,SRB,SCORING,3,25,16075,1
13,20,Zelenovic Jovana ,O,0,0,0,0,,,SRB,SCORING,3,25,16075,1
0,1,Busa Bianka ,OH,8,8,0,0,,46.67,SRB,SCORING,4,25,16075,1
1,15,Stevanovic Jovana ,MB,5,2,3,0,,50.00,SRB,SCORING,4,25,16075,1
2,13,Bjelica Ana (C),O,3,2,1,0,,0.00,SRB,SCORING,4,25,16075,1
3,22,Lozo Sara ,O,3,1,1,1,,23.08,SRB,SCORING,4,25,16075,1
4,8,Mirkovic Sladjana ,S,2,1,0,1,,18.18,SRB,SCORING,4,25,16075,1
5,2,Lazovic Katarina ,OH,0,0,0,0,,,SRB,SCORING,4,25,16075,1
6,3,Osmajic Minja ,MB,0,0,0,0,,,SRB,SCORING,4,25,16075,1
7,7,Jaksic Ana ,S,0,0,0,0,,,SRB,SCORING,4,25,16075,1
8,9,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,4,25,16075,1
9,12,Pusic Teodora ,L,0,0,0,0,,,SRB,SCORING,4,25,16075,1
10,14,Aleksic Maja ,MB,0,0,0,0,,-16.67,SRB,SCORING,4,25,16075,1
11,16,Jegdic Aleksandra ,L,0,0,0,0,,,SRB,SCORING,4,25,16075,1
12,19,Milenkovic Bojana ,OH,0,0,0,0,,,SRB,SCORING,4,25,16075,1
13,20,Zelenovic Jovana ,O,0,0,0,0,,,SRB,SCORING,4,25,16075,1
0,22,Lozo Sara ,O,5,4,1,0,,5.88,SRB,SCORING,5,16,16075,1
1,13,Bjelica Ana (C),O,3,2,1,0,,11.11,SRB,SCORING,5,16,16075,1
2,1,Busa Bianka ,OH,2,2,0,0,,0.00,SRB,SCORING,5,16,16075,1
3,14,Aleksic Maja ,MB,1,1,0,0,,0.00,SRB,SCORING,5,16,16075,1
4,15,Stevanovic Jovana ,MB,1,1,0,0,,0.00,SRB,SCORING,5,16,16075,1
5,2,Lazovic Katarina ,OH,0,0,0,0,,0.00,SRB,SCORING,5,16,16075,1
6,3,Osmajic Minja ,MB,0,0,0,0,,,SRB,SCORING,5,16,16075,1
7,7,Jaksic Ana ,S,0,0,0,0,,,SRB,SCORING,5,16,16075,1
8,8,Mirkovic Sladjana ,S,0,0,0,0,,-16.67,SRB,SCORING,5,16,16075,1
9,9,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,5,16,16075,1
10,12,Pusic Teodora ,L,0,0,0,0,,,SRB,SCORING,5,16,16075,1
11,16,Jegdic Aleksandra ,L,0,0,0,0,,,SRB,SCORING,5,16,16075,1
12,19,Milenkovic Bojana ,OH,0,0,0,0,,,SRB,SCORING,5,16,16075,1
13,20,Zelenovic Jovana ,O,0,0,0,0,,,SRB,SCORING,5,16,16075,1
0,19,Moksri Chatchu-On ,OH,21,18,2,1,,12.82,THA,SCORING,0,0,16075,
1,16,Kokram Pimpichaya ,O,20,20,0,0,,8.97,THA,SCORING,0,0,16075,
2,18,Kongyot Ajcharaporn ,OH,17,13,3,1,,20.69,THA,SCORING,0,0,16075,
3,12,Bamrungsuk Hattaya ,MB,8,3,5,0,,-6.00,THA,SCORING,0,0,16075,
4,99,Bundasak Jarasporn ,MB,5,3,2,0,,-7.89,THA,SCORING,0,0,16075,
5,17,Janthawisut Sasipapron ,OH,2,2,0,0,,12.50,THA,SCORING,0,0,16075,
6,21,Sooksod Thanacha ,O,1,1,0,0,,-20.00,THA,SCORING,0,0,16075,
7,1,Srithong Wipawee ,OH,0,0,0,0,,0.00,THA,SCORING,0,0,16075,
8,2,Pannoy Piyanut (C),L,0,0,0,0,,,THA,SCORING,0,0,16075,
9,3,Guedpard Pornpun ,S,0,0,0,0,,-21.05,THA,SCORING,0,0,16075,
10,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,,THA,SCORING,0,0,16075,
11,5,Nuekjang Thatdao ,MB,0,0,0,0,,,THA,SCORING,0,0,16075,
12,20,Pairoj Supattra ,L,0,0,0,0,,,THA,SCORING,0,0,16075,
13,23,ManaKij Sirima ,S,0,0,0,0,,-22.22,THA,SCORING,0,0,16075,
0,16,Kokram Pimpichaya ,O,7,7,0,0,,26.32,THA,SCORING,1,26,16075,1
1,18,Kongyot Ajcharaporn ,OH,7,5,1,1,,42.86,THA,SCORING,1,26,16075,1
2,19,Moksri Chatchu-On ,OH,5,5,0,0,,31.25,THA,SCORING,1,26,16075,1
3,12,Bamrungsuk Hattaya ,MB,3,0,3,0,,6.67,THA,SCORING,1,26,16075,1
4,99,Bundasak Jarasporn ,MB,1,0,1,0,,-9.09,THA,SCORING,1,26,16075,1
5,1,Srithong Wipawee ,OH,0,0,0,0,,,THA,SCORING,1,26,16075,1
6,2,Pannoy Piyanut (C),L,0,0,0,0,,,THA,SCORING,1,26,16075,1
7,3,Guedpard Pornpun ,S,0,0,0,0,,-37.50,THA,SCORING,1,26,16075,1
8,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,,THA,SCORING,1,26,16075,1
9,5,Nuekjang Thatdao ,MB,0,0,0,0,,,THA,SCORING,1,26,16075,1
10,17,Janthawisut Sasipapron ,OH,0,0,0,0,,0.00,THA,SCORING,1,26,16075,1
11,20,Pairoj Supattra ,L,0,0,0,0,,,THA,SCORING,1,26,16075,1
12,21,Sooksod Thanacha ,O,0,0,0,0,,-50.00,THA,SCORING,1,26,16075,1
13,23,ManaKij Sirima ,S,0,0,0,0,,,THA,SCORING,1,26,16075,1
0,16,Kokram Pimpichaya ,O,4,4,0,0,,13.33,THA,SCORING,2,25,16075,1
1,19,Moksri Chatchu-On ,OH,4,3,1,0,,15.79,THA,SCORING,2,25,16075,1
2,18,Kongyot Ajcharaporn ,OH,3,3,0,0,,15.38,THA,SCORING,2,25,16075,1
3,12,Bamrungsuk Hattaya ,MB,2,1,1,0,,0.00,THA,SCORING,2,25,16075,1
4,99,Bundasak Jarasporn ,MB,2,1,1,0,,-11.11,THA,SCORING,2,25,16075,1
5,21,Sooksod Thanacha ,O,1,1,0,0,,0.00,THA,SCORING,2,25,16075,1
6,1,Srithong Wipawee ,OH,0,0,0,0,,,THA,SCORING,2,25,16075,1
7,2,Pannoy Piyanut (C),L,0,0,0,0,,,THA,SCORING,2,25,16075,1
8,3,Guedpard Pornpun ,S,0,0,0,0,,0.00,THA,SCORING,2,25,16075,1
9,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,,THA,SCORING,2,25,16075,1
10,5,Nuekjang Thatdao ,MB,0,0,0,0,,,THA,SCORING,2,25,16075,1
11,17,Janthawisut Sasipapron ,OH,0,0,0,0,,,THA,SCORING,2,25,16075,1
12,20,Pairoj Supattra ,L,0,0,0,0,,,THA,SCORING,2,25,16075,1
13,23,ManaKij Sirima ,S,0,0,0,0,,,THA,SCORING,2,25,16075,1
0,16,Kokram Pimpichaya ,O,7,7,0,0,,26.32,THA,SCORING,3,17,16075,0
1,19,Moksri Chatchu-On ,OH,3,2,0,1,,-14.29,THA,SCORING,3,17,16075,0
2,18,Kongyot Ajcharaporn ,OH,2,2,0,0,,8.33,THA,SCORING,3,17,16075,0
3,12,Bamrungsuk Hattaya ,MB,1,1,0,0,,-14.29,THA,SCORING,3,17,16075,0
4,17,Janthawisut Sasipapron ,OH,1,1,0,0,,25.00,THA,SCORING,3,17,16075,0
5,1,Srithong Wipawee ,OH,0,0,0,0,,,THA,SCORING,3,17,16075,0
6,2,Pannoy Piyanut (C),L,0,0,0,0,,,THA,SCORING,3,17,16075,0
7,3,Guedpard Pornpun ,S,0,0,0,0,,-33.33,THA,SCORING,3,17,16075,0
8,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,,THA,SCORING,3,17,16075,0
9,5,Nuekjang Thatdao ,MB,0,0,0,0,,,THA,SCORING,3,17,16075,0
10,20,Pairoj Supattra ,L,0,0,0,0,,,THA,SCORING,3,17,16075,0
11,21,Sooksod Thanacha ,O,0,0,0,0,,,THA,SCORING,3,17,16075,0
12,23,ManaKij Sirima ,S,0,0,0,0,,0.00,THA,SCORING,3,17,16075,0
13,99,Bundasak Jarasporn ,MB,0,0,0,0,,-16.67,THA,SCORING,3,17,16075,0
0,19,Moksri Chatchu-On ,OH,5,4,1,0,,15.38,THA,SCORING,4,12,16075,0
1,18,Kongyot Ajcharaporn ,OH,3,1,2,0,,30.00,THA,SCORING,4,12,16075,0
2,12,Bamrungsuk Hattaya ,MB,1,1,0,0,,0.00,THA,SCORING,4,12,16075,0
3,17,Janthawisut Sasipapron ,OH,1,1,0,0,,0.00,THA,SCORING,4,12,16075,0
4,99,Bundasak Jarasporn ,MB,1,1,0,0,,0.00,THA,SCORING,4,12,16075,0
5,1,Srithong Wipawee ,OH,0,0,0,0,,,THA,SCORING,4,12,16075,0
6,2,Pannoy Piyanut (C),L,0,0,0,0,,,THA,SCORING,4,12,16075,0
7,3,Guedpard Pornpun ,S,0,0,0,0,,,THA,SCORING,4,12,16075,0
8,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,,THA,SCORING,4,12,16075,0
9,5,Nuekjang Thatdao ,MB,0,0,0,0,,,THA,SCORING,4,12,16075,0
10,16,Kokram Pimpichaya ,O,0,0,0,0,,-40.00,THA,SCORING,4,12,16075,0
11,20,Pairoj Supattra ,L,0,0,0,0,,,THA,SCORING,4,12,16075,0
12,21,Sooksod Thanacha ,O,0,0,0,0,,,THA,SCORING,4,12,16075,0
13,23,ManaKij Sirima ,S,0,0,0,0,,-40.00,THA,SCORING,4,12,16075,0
0,19,Moksri Chatchu-On ,OH,4,4,0,0,,12.50,THA,SCORING,5,14,16075,0
1,16,Kokram Pimpichaya ,O,2,2,0,0,,-6.67,THA,SCORING,5,14,16075,0
2,18,Kongyot Ajcharaporn ,OH,2,2,0,0,,0.00,THA,SCORING,5,14,16075,0
3,12,Bamrungsuk Hattaya ,MB,1,0,1,0,,-27.27,THA,SCORING,5,14,16075,0
4,99,Bundasak Jarasporn ,MB,1,1,0,0,,0.00,THA,SCORING,5,14,16075,0
5,1,Srithong Wipawee ,OH,0,0,0,0,,0.00,THA,SCORING,5,14,16075,0
6,2,Pannoy Piyanut (C),L,0,0,0,0,,,THA,SCORING,5,14,16075,0
7,3,Guedpard Pornpun ,S,0,0,0,0,,,THA,SCORING,5,14,16075,0
8,4,Kamlangmak Chitaporn ,MB,0,0,0,0,,,THA,SCORING,5,14,16075,0
9,5,Nuekjang Thatdao ,MB,0,0,0,0,,,THA,SCORING,5,14,16075,0
10,17,Janthawisut Sasipapron ,OH,0,0,0,0,,,THA,SCORING,5,14,16075,0
11,20,Pairoj Supattra ,L,0,0,0,0,,,THA,SCORING,5,14,16075,0
12,21,Sooksod Thanacha ,O,0,0,0,0,,,THA,SCORING,5,14,16075,0
13,23,ManaKij Sirima ,S,0,0,0,0,,0.00,THA,SCORING,5,14,16075,0
0,16,Peña Isabel Yonkaira Paola ,OH,20,18,2,0,,26.67,DOM,SCORING,0,0,16076,
1,21,Martinez Jineiry ,MB,18,11,7,0,,17.65,DOM,SCORING,0,0,16076,
2,20,Martinez Brayelin Elizabeth ,OH,17,12,4,1,,16.42,DOM,SCORING,0,0,16076,
3,23,Gonzalez Lopez Gaila Ceneida ,O,17,14,3,0,,4.35,DOM,SCORING,0,0,16076,
4,11,Gonzalez Geraldine Sthefany ,MB,5,1,4,0,,-22.50,DOM,SCORING,0,0,16076,
5,7,Marte Frica Niverka Dharlenis (C),S,1,1,0,0,,-20.83,DOM,SCORING,0,0,16076,
6,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,0,0,16076,
7,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,,DOM,SCORING,0,0,16076,
8,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,0.00,DOM,SCORING,0,0,16076,
9,5,Castillo Brenda ,L,0,0,0,0,,,DOM,SCORING,0,0,16076,
10,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,,DOM,SCORING,0,0,16076,
11,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,0,0,16076,
12,12,Perez Javier Yokaty ,S,0,0,0,0,,0.00,DOM,SCORING,0,0,16076,
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,0.00,DOM,SCORING,0,0,16076,
0,21,Martinez Jineiry ,MB,4,2,2,0,,8.33,DOM,SCORING,1,22,16076,0
1,16,Peña Isabel Yonkaira Paola ,OH,3,2,1,0,,16.67,DOM,SCORING,1,22,16076,0
2,23,Gonzalez Lopez Gaila Ceneida ,O,3,2,1,0,,-13.33,DOM,SCORING,1,22,16076,0
3,20,Martinez Brayelin Elizabeth ,OH,2,1,0,1,,-5.88,DOM,SCORING,1,22,16076,0
4,11,Gonzalez Geraldine Sthefany ,MB,1,0,1,0,,-27.27,DOM,SCORING,1,22,16076,0
5,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,1,22,16076,0
6,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,,DOM,SCORING,1,22,16076,0
7,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,,DOM,SCORING,1,22,16076,0
8,5,Castillo Brenda ,L,0,0,0,0,,,DOM,SCORING,1,22,16076,0
9,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,0.00,DOM,SCORING,1,22,16076,0
10,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,,DOM,SCORING,1,22,16076,0
11,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,1,22,16076,0
12,12,Perez Javier Yokaty ,S,0,0,0,0,,0.00,DOM,SCORING,1,22,16076,0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,0.00,DOM,SCORING,1,22,16076,0
0,20,Martinez Brayelin Elizabeth ,OH,5,1,4,0,,25.00,DOM,SCORING,2,25,16076,1
1,21,Martinez Jineiry ,MB,5,3,2,0,,55.56,DOM,SCORING,2,25,16076,1
2,16,Peña Isabel Yonkaira Paola ,OH,4,4,0,0,,30.00,DOM,SCORING,2,25,16076,1
3,23,Gonzalez Lopez Gaila Ceneida ,O,3,3,0,0,,7.14,DOM,SCORING,2,25,16076,1
4,11,Gonzalez Geraldine Sthefany ,MB,2,1,1,0,,7.69,DOM,SCORING,2,25,16076,1
5,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,2,25,16076,1
6,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,,DOM,SCORING,2,25,16076,1
7,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,,DOM,SCORING,2,25,16076,1
8,5,Castillo Brenda ,L,0,0,0,0,,,DOM,SCORING,2,25,16076,1
9,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,-25.00,DOM,SCORING,2,25,16076,1
10,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,,DOM,SCORING,2,25,16076,1
11,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,2,25,16076,1
12,12,Perez Javier Yokaty ,S,0,0,0,0,,,DOM,SCORING,2,25,16076,1
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,,DOM,SCORING,2,25,16076,1
0,16,Peña Isabel Yonkaira Paola ,OH,6,6,0,0,,54.55,DOM,SCORING,3,25,16076,1
1,21,Martinez Jineiry ,MB,4,2,2,0,,0.00,DOM,SCORING,3,25,16076,1
2,23,Gonzalez Lopez Gaila Ceneida ,O,3,2,1,0,,7.14,DOM,SCORING,3,25,16076,1
3,20,Martinez Brayelin Elizabeth ,OH,2,2,0,0,,12.50,DOM,SCORING,3,25,16076,1
4,7,Marte Frica Niverka Dharlenis (C),S,1,1,0,0,,20.00,DOM,SCORING,3,25,16076,1
5,11,Gonzalez Geraldine Sthefany ,MB,1,0,1,0,,-50.00,DOM,SCORING,3,25,16076,1
6,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,3,25,16076,1
7,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,,DOM,SCORING,3,25,16076,1
8,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,0.00,DOM,SCORING,3,25,16076,1
9,5,Castillo Brenda ,L,0,0,0,0,,,DOM,SCORING,3,25,16076,1
10,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,,DOM,SCORING,3,25,16076,1
11,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,3,25,16076,1
12,12,Perez Javier Yokaty ,S,0,0,0,0,,,DOM,SCORING,3,25,16076,1
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,0.00,DOM,SCORING,3,25,16076,1
0,23,Gonzalez Lopez Gaila Ceneida ,O,6,5,1,0,,11.11,DOM,SCORING,4,23,16076,0
1,21,Martinez Jineiry ,MB,5,4,1,0,,27.27,DOM,SCORING,4,23,16076,0
2,16,Peña Isabel Yonkaira Paola ,OH,4,4,0,0,,11.76,DOM,SCORING,4,23,16076,0
3,20,Martinez Brayelin Elizabeth ,OH,2,2,0,0,,7.14,DOM,SCORING,4,23,16076,0
4,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,4,23,16076,0
5,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,,DOM,SCORING,4,23,16076,0
6,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,,DOM,SCORING,4,23,16076,0
7,5,Castillo Brenda ,L,0,0,0,0,,,DOM,SCORING,4,23,16076,0
8,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,-62.50,DOM,SCORING,4,23,16076,0
9,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,,DOM,SCORING,4,23,16076,0
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,4,23,16076,0
11,11,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,-71.43,DOM,SCORING,4,23,16076,0
12,12,Perez Javier Yokaty ,S,0,0,0,0,,,DOM,SCORING,4,23,16076,0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,0.00,DOM,SCORING,4,23,16076,0
0,20,Martinez Brayelin Elizabeth ,OH,6,6,0,0,,50.00,DOM,SCORING,5,15,16076,1
1,16,Peña Isabel Yonkaira Paola ,OH,3,2,1,0,,30.00,DOM,SCORING,5,15,16076,1
2,23,Gonzalez Lopez Gaila Ceneida ,O,2,2,0,0,,12.50,DOM,SCORING,5,15,16076,1
3,11,Gonzalez Geraldine Sthefany ,MB,1,0,1,0,,33.33,DOM,SCORING,5,15,16076,1
4,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,5,15,16076,1
5,3,Eve Mejia Lisvel Elisa ,MB,0,0,0,0,,,DOM,SCORING,5,15,16076,1
6,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,0.00,DOM,SCORING,5,15,16076,1
7,5,Castillo Brenda ,L,0,0,0,0,,,DOM,SCORING,5,15,16076,1
8,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,0.00,DOM,SCORING,5,15,16076,1
9,8,Tapia Cruz Alondra Denis ,O,0,0,0,0,,,DOM,SCORING,5,15,16076,1
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,5,15,16076,1
11,12,Perez Javier Yokaty ,S,0,0,0,0,,,DOM,SCORING,5,15,16076,1
12,21,Martinez Jineiry ,MB,0,0,0,0,,0.00,DOM,SCORING,5,15,16076,1
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,0.00,DOM,SCORING,5,15,16076,1
0,9,Gray Alexa (C),OH,21,19,1,1,,8.86,CAN,SCORING,0,0,16076,
1,14,Howe Hilary ,OH,15,12,3,0,,-1.61,CAN,SCORING,0,0,16076,
2,19,Maglio Emily ,MB,11,9,2,0,,0.00,CAN,SCORING,0,0,16076,
3,3,Van Ryk Kiera ,OH,10,9,1,0,,-6.38,CAN,SCORING,0,0,16076,
4,6,White Jazmine Ruth ,MB,3,1,1,1,,0.00,CAN,SCORING,0,0,16076,
5,13,King Brie ,S,3,2,0,1,,-8.00,CAN,SCORING,0,0,16076,
6,11,Mitrovic Andrea ,OH,2,2,0,0,,-20.00,CAN,SCORING,0,0,16076,
7,15,Joseph Shainah ,O,2,2,0,0,,-8.33,CAN,SCORING,0,0,16076,
8,7,Van Buskirk Layne ,MB,1,1,0,0,,-41.67,CAN,SCORING,0,0,16076,
9,8,Ogoms Alicia ,MB,1,0,1,0,,-15.79,CAN,SCORING,0,0,16076,
