Unnamed: 0,Player No,Player Name,Position,Total ABS,Attack Points,Block Points,Serve Points,Errors, Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
5,13,Jaisaen Natthanicha ,S,0,0,0,0,,,THA,SCORING,0,0,13788,
6,15,Kamulthala Kaewkalaya ,MB,0,0,0,0,,-21.74,THA,SCORING,0,0,13788,
7,21,Sooksod Thanacha ,O,0,0,0,0,,0.0,THA,SCORING,0,0,13788,
8,22,Sanitklang Nattaporn ,L,0,0,0,0,,,THA,SCORING,0,0,13788,
9,23,ManaKij Sirima ,S,0,0,0,0,,-18.18,THA,SCORING,0,0,13788,
10,24,Boonlert Tichakorn ,MB,0,0,0,0,,,THA,SCORING,0,0,13788,
11,25,Janthawisut Sasipapron ,OH,0,0,0,0,,,THA,SCORING,0,0,13788,
0,16,Kokram Pimpichaya ,O,6,6,0,0,,36.36,THA,SCORING,1,25,13788,1.0
1,19,Moksri Chatchu-On ,OH,5,3,0,2,,20.0,THA,SCORING,1,25,13788,1.0
2,18,Kongyot Ajcharaporn ,OH,3,2,1,0,,5.26,THA,SCORING,1,25,13788,1.0
3,3,Guedpard Pornpun ,S,0,0,0,0,,,THA,SCORING,1,25,13788,1.0
4,12,Bamrungsuk Hattaya ,MB,0,0,0,0,,0.0,THA,SCORING,1,25,13788,1.0
5,13,Jaisaen Natthanicha ,S,0,0,0,0,,,THA,SCORING,1,25,13788,1.0
6,15,Kamulthala Kaewkalaya ,MB,0,0,0,0,,-25.0,THA,SCORING,1,25,13788,1.0
7,21,Sooksod Thanacha ,O,0,0,0,0,,,THA,SCORING,1,25,13788,1.0
8,22,Sanitklang Nattaporn ,L,0,0,0,0,,,THA,SCORING,1,25,13788,1.0
9,23,ManaKij Sirima ,S,0,0,0,0,,0.0,THA,SCORING,1,25,13788,1.0
10,24,Boonlert Tichakorn ,MB,0,0,0,0,,,THA,SCORING,1,25,13788,1.0
11,25,Janthawisut Sasipapron ,OH,0,0,0,0,,,THA,SCORING,1,25,13788,1.0
0,19,Moksri Chatchu-On ,OH,8,8,0,0,,37.5,THA,SCORING,2,25,13788,1.0
1,16,Kokram Pimpichaya ,O,6,6,0,0,,28.57,THA,SCORING,2,25,13788,1.0
2,12,Bamrungsuk Hattaya ,MB,1,1,0,0,,-10.0,THA,SCORING,2,25,13788,1.0
3,18,Kongyot Ajcharaporn ,OH,1,1,0,0,,0.0,THA,SCORING,2,25,13788,1.0
4,3,Guedpard Pornpun ,S,0,0,0,0,,,THA,SCORING,2,25,13788,1.0
5,13,Jaisaen Natthanicha ,S,0,0,0,0,,,THA,SCORING,2,25,13788,1.0
6,15,Kamulthala Kaewkalaya ,MB,0,0,0,0,,-14.29,THA,SCORING,2,25,13788,1.0
7,21,Sooksod Thanacha ,O,0,0,0,0,,0.0,THA,SCORING,2,25,13788,1.0
8,22,Sanitklang Nattaporn ,L,0,0,0,0,,,THA,SCORING,2,25,13788,1.0
9,23,ManaKij Sirima ,S,0,0,0,0,,0.0,THA,SCORING,2,25,13788,1.0
10,24,Boonlert Tichakorn ,MB,0,0,0,0,,,THA,SCORING,2,25,13788,1.0
11,25,Janthawisut Sasipapron ,OH,0,0,0,0,,,THA,SCORING,2,25,13788,1.0
0,16,Kokram Pimpichaya ,O,8,7,0,1,,31.82,THA,SCORING,3,26,13788,1.0
1,19,Moksri Chatchu-On ,OH,5,5,0,0,,11.11,THA,SCORING,3,26,13788,1.0
2,12,Bamrungsuk Hattaya ,MB,4,3,1,0,,30.0,THA,SCORING,3,26,13788,1.0
3,18,Kongyot Ajcharaporn ,OH,3,3,0,0,,-11.11,THA,SCORING,3,26,13788,1.0
4,3,Guedpard Pornpun ,S,0,0,0,0,,0.0,THA,SCORING,3,26,13788,1.0
5,13,Jaisaen Natthanicha ,S,0,0,0,0,,,THA,SCORING,3,26,13788,1.0
6,15,Kamulthala Kaewkalaya ,MB,0,0,0,0,,-25.0,THA,SCORING,3,26,13788,1.0
7,21,Sooksod Thanacha ,O,0,0,0,0,,,THA,SCORING,3,26,13788,1.0
8,22,Sanitklang Nattaporn ,L,0,0,0,0,,,THA,SCORING,3,26,13788,1.0
9,23,ManaKij Sirima ,S,0,0,0,0,,-100.0,THA,SCORING,3,26,13788,1.0
10,24,Boonlert Tichakorn ,MB,0,0,0,0,,,THA,SCORING,3,26,13788,1.0
11,25,Janthawisut Sasipapron ,OH,0,0,0,0,,,THA,SCORING,3,26,13788,1.0
0,3,Nishida Sarina (C),OH,19,16,2,1,,28.85,JPN,SCORING,0,0,13789,
1,10,Inoue Arisa ,OH,17,16,1,0,,14.29,JPN,SCORING,0,0,13789,
2,5,Shimamura Haruyo ,MB,10,9,0,1,,19.35,JPN,SCORING,0,0,13789,
3,15,Hayashi Kotona ,OH,7,5,1,1,,9.09,JPN,SCORING,0,0,13789,
4,23,Yokota Mami ,MB,4,3,0,1,,0.0,JPN,SCORING,0,0,13789,
5,1,Moriya Akane ,L,0,0,0,0,,,JPN,SCORING,0,0,13789,
6,2,Uchiseto Mami ,L,0,0,0,0,,,JPN,SCORING,0,0,13789,
7,4,Ishikawa Mayu ,OH,0,0,0,0,,-33.33,JPN,SCORING,0,0,13789,
8,8,Miyashita Haruka ,S,0,0,0,0,,,JPN,SCORING,0,0,13789,
9,9,Kojima Manami ,L,0,0,0,0,,,JPN,SCORING,0,0,13789,
10,24,Matsui Tamaki ,S,0,0,0,0,,0.0,JPN,SCORING,0,0,13789,
11,25,Ogawa Erina ,MB,0,0,0,0,,,JPN,SCORING,0,0,13789,
12,30,Seki Nanami ,S,0,0,0,0,,-25.0,JPN,SCORING,0,0,13789,
13,38,Sato Yoshino ,OH,0,0,0,0,,,JPN,SCORING,0,0,13789,
0,10,Inoue Arisa ,OH,9,9,0,0,,22.73,JPN,SCORING,1,25,13789,1.0
1,3,Nishida Sarina (C),OH,4,3,1,0,,16.67,JPN,SCORING,1,25,13789,1.0
2,5,Shimamura Haruyo ,MB,3,2,0,1,,33.33,JPN,SCORING,1,25,13789,1.0
3,23,Yokota Mami ,MB,3,2,0,1,,18.18,JPN,SCORING,1,25,13789,1.0
4,15,Hayashi Kotona ,OH,2,1,0,1,,-10.0,JPN,SCORING,1,25,13789,1.0
5,1,Moriya Akane ,L,0,0,0,0,,,JPN,SCORING,1,25,13789,1.0
6,2,Uchiseto Mami ,L,0,0,0,0,,,JPN,SCORING,1,25,13789,1.0
7,4,Ishikawa Mayu ,OH,0,0,0,0,,0.0,JPN,SCORING,1,25,13789,1.0
8,8,Miyashita Haruka ,S,0,0,0,0,,,JPN,SCORING,1,25,13789,1.0
9,9,Kojima Manami ,L,0,0,0,0,,,JPN,SCORING,1,25,13789,1.0
10,24,Matsui Tamaki ,S,0,0,0,0,,,JPN,SCORING,1,25,13789,1.0
11,25,Ogawa Erina ,MB,0,0,0,0,,,JPN,SCORING,1,25,13789,1.0
12,30,Seki Nanami ,S,0,0,0,0,,-100.0,JPN,SCORING,1,25,13789,1.0
13,38,Sato Yoshino ,OH,0,0,0,0,,,JPN,SCORING,1,25,13789,1.0
0,3,Nishida Sarina (C),OH,8,7,0,1,,29.17,JPN,SCORING,2,25,13789,1.0
1,10,Inoue Arisa ,OH,4,3,1,0,,13.33,JPN,SCORING,2,25,13789,1.0
2,5,Shimamura Haruyo ,MB,3,3,0,0,,8.33,JPN,SCORING,2,25,13789,1.0
3,15,Hayashi Kotona ,OH,2,2,0,0,,0.0,JPN,SCORING,2,25,13789,1.0
4,23,Yokota Mami ,MB,1,1,0,0,,0.0,JPN,SCORING,2,25,13789,1.0
5,1,Moriya Akane ,L,0,0,0,0,,,JPN,SCORING,2,25,13789,1.0
6,2,Uchiseto Mami ,L,0,0,0,0,,,JPN,SCORING,2,25,13789,1.0
7,4,Ishikawa Mayu ,OH,0,0,0,0,,0.0,JPN,SCORING,2,25,13789,1.0
8,8,Miyashita Haruka ,S,0,0,0,0,,,JPN,SCORING,2,25,13789,1.0
9,9,Kojima Manami ,L,0,0,0,0,,,JPN,SCORING,2,25,13789,1.0
10,24,Matsui Tamaki ,S,0,0,0,0,,,JPN,SCORING,2,25,13789,1.0
11,25,Ogawa Erina ,MB,0,0,0,0,,,JPN,SCORING,2,25,13789,1.0
12,30,Seki Nanami ,S,0,0,0,0,,-16.67,JPN,SCORING,2,25,13789,1.0
13,38,Sato Yoshino ,OH,0,0,0,0,,,JPN,SCORING,2,25,13789,1.0
0,3,Nishida Sarina (C),OH,7,6,1,0,,37.5,JPN,SCORING,3,25,13789,1.0
1,5,Shimamura Haruyo ,MB,4,4,0,0,,20.0,JPN,SCORING,3,25,13789,1.0
2,10,Inoue Arisa ,OH,4,4,0,0,,5.26,JPN,SCORING,3,25,13789,1.0
3,15,Hayashi Kotona ,OH,3,2,1,0,,42.86,JPN,SCORING,3,25,13789,1.0
4,1,Moriya Akane ,L,0,0,0,0,,,JPN,SCORING,3,25,13789,1.0
5,2,Uchiseto Mami ,L,0,0,0,0,,,JPN,SCORING,3,25,13789,1.0
6,4,Ishikawa Mayu ,OH,0,0,0,0,,-100.0,JPN,SCORING,3,25,13789,1.0
7,8,Miyashita Haruka ,S,0,0,0,0,,,JPN,SCORING,3,25,13789,1.0
8,9,Kojima Manami ,L,0,0,0,0,,,JPN,SCORING,3,25,13789,1.0
9,23,Yokota Mami ,MB,0,0,0,0,,-22.22,JPN,SCORING,3,25,13789,1.0
10,24,Matsui Tamaki ,S,0,0,0,0,,0.0,JPN,SCORING,3,25,13789,1.0
11,25,Ogawa Erina ,MB,0,0,0,0,,,JPN,SCORING,3,25,13789,1.0
12,30,Seki Nanami ,S,0,0,0,0,,0.0,JPN,SCORING,3,25,13789,1.0
13,38,Sato Yoshino ,OH,0,0,0,0,,,JPN,SCORING,3,25,13789,1.0
0,30,Rozanski Olivia ,OH,9,8,1,0,,8.33,POL,SCORING,0,0,13789,
1,95,Jurczyk Magdalena ,MB,9,8,1,0,,12.5,POL,SCORING,0,0,13789,
2,18,Gryka Aleksandra ,MB,8,7,1,0,,5.88,POL,SCORING,0,0,13789,
3,15,Czyrnianska Martyna ,OH,7,6,1,0,,11.76,POL,SCORING,0,0,13789,
4,8,Gorecka Zuzanna ,OH,3,3,0,0,,-10.53,POL,SCORING,0,0,13789,
5,11,Lukasik Martyna ,OH,3,2,0,1,,0.0,POL,SCORING,0,0,13789,
6,3,Alagierska-Szczepaniak Klaudia ,MB,2,2,0,0,,40.0,POL,SCORING,0,0,13789,
7,14,Wolosz Joanna (C),S,2,2,0,0,,0.0,POL,SCORING,0,0,13789,
8,22,Szlagowska Weronika ,OH,2,2,0,0,,-10.0,POL,SCORING,0,0,13789,
9,10,Fedusio Monika ,OH,1,1,0,0,,0.0,POL,SCORING,0,0,13789,
10,1,Stenzel Maria ,L,0,0,0,0,,,POL,SCORING,0,0,13789,
11,6,Witkowska Kamila ,MB,0,0,0,0,,,POL,SCORING,0,0,13789,
12,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,,POL,SCORING,0,0,13789,
13,26,Wenerska Katarzyna ,S,0,0,0,0,,0.0,POL,SCORING,0,0,13789,
0,30,Rozanski Olivia ,OH,4,4,0,0,,6.25,POL,SCORING,1,21,13789,0.0
1,11,Lukasik Martyna ,OH,3,2,0,1,,14.29,POL,SCORING,1,21,13789,0.0
2,95,Jurczyk Magdalena ,MB,3,2,1,0,,9.09,POL,SCORING,1,21,13789,0.0
3,8,Gorecka Zuzanna ,OH,1,1,0,0,,-14.29,POL,SCORING,1,21,13789,0.0
4,14,Wolosz Joanna (C),S,1,1,0,0,,0.0,POL,SCORING,1,21,13789,0.0
5,18,Gryka Aleksandra ,MB,1,1,0,0,,-18.18,POL,SCORING,1,21,13789,0.0
6,1,Stenzel Maria ,L,0,0,0,0,,,POL,SCORING,1,21,13789,0.0
7,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,,POL,SCORING,1,21,13789,0.0
8,6,Witkowska Kamila ,MB,0,0,0,0,,,POL,SCORING,1,21,13789,0.0
9,10,Fedusio Monika ,OH,0,0,0,0,,,POL,SCORING,1,21,13789,0.0
10,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,,POL,SCORING,1,21,13789,0.0
11,15,Czyrnianska Martyna ,OH,0,0,0,0,,,POL,SCORING,1,21,13789,0.0
12,22,Szlagowska Weronika ,OH,0,0,0,0,,,POL,SCORING,1,21,13789,0.0
13,26,Wenerska Katarzyna ,S,0,0,0,0,,,POL,SCORING,1,21,13789,0.0
0,18,Gryka Aleksandra ,MB,4,4,0,0,,11.76,POL,SCORING,2,21,13789,0.0
1,30,Rozanski Olivia ,OH,4,4,0,0,,6.25,POL,SCORING,2,21,13789,0.0
2,95,Jurczyk Magdalena ,MB,4,4,0,0,,33.33,POL,SCORING,2,21,13789,0.0
3,8,Gorecka Zuzanna ,OH,2,2,0,0,,14.29,POL,SCORING,2,21,13789,0.0
4,22,Szlagowska Weronika ,OH,2,2,0,0,,-10.0,POL,SCORING,2,21,13789,0.0
5,1,Stenzel Maria ,L,0,0,0,0,,,POL,SCORING,2,21,13789,0.0
6,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,,POL,SCORING,2,21,13789,0.0
7,6,Witkowska Kamila ,MB,0,0,0,0,,,POL,SCORING,2,21,13789,0.0
8,10,Fedusio Monika ,OH,0,0,0,0,,,POL,SCORING,2,21,13789,0.0
9,11,Lukasik Martyna ,OH,0,0,0,0,,0.0,POL,SCORING,2,21,13789,0.0
10,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,,POL,SCORING,2,21,13789,0.0
11,14,Wolosz Joanna (C),S,0,0,0,0,,-14.29,POL,SCORING,2,21,13789,0.0
12,15,Czyrnianska Martyna ,OH,0,0,0,0,,-100.0,POL,SCORING,2,21,13789,0.0
13,26,Wenerska Katarzyna ,S,0,0,0,0,,,POL,SCORING,2,21,13789,0.0
0,15,Czyrnianska Martyna ,OH,7,6,1,0,,18.75,POL,SCORING,3,21,13789,0.0
1,18,Gryka Aleksandra ,MB,3,2,1,0,,33.33,POL,SCORING,3,21,13789,0.0
2,3,Alagierska-Szczepaniak Klaudia ,MB,2,2,0,0,,40.0,POL,SCORING,3,21,13789,0.0
3,95,Jurczyk Magdalena ,MB,2,2,0,0,,-11.11,POL,SCORING,3,21,13789,0.0
4,10,Fedusio Monika ,OH,1,1,0,0,,0.0,POL,SCORING,3,21,13789,0.0
5,14,Wolosz Joanna (C),S,1,1,0,0,,11.11,POL,SCORING,3,21,13789,0.0
6,30,Rozanski Olivia ,OH,1,0,1,0,,25.0,POL,SCORING,3,21,13789,0.0
7,1,Stenzel Maria ,L,0,0,0,0,,,POL,SCORING,3,21,13789,0.0
8,6,Witkowska Kamila ,MB,0,0,0,0,,,POL,SCORING,3,21,13789,0.0
9,8,Gorecka Zuzanna ,OH,0,0,0,0,,-40.0,POL,SCORING,3,21,13789,0.0
10,11,Lukasik Martyna ,OH,0,0,0,0,,-40.0,POL,SCORING,3,21,13789,0.0
11,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,,POL,SCORING,3,21,13789,0.0
12,22,Szlagowska Weronika ,OH,0,0,0,0,,,POL,SCORING,3,21,13789,0.0
13,26,Wenerska Katarzyna ,S,0,0,0,0,,0.0,POL,SCORING,3,21,13789,0.0
0,16,Peña Isabel Yonkaira Paola ,OH,22,19,1,2,,28.57,DOM,SCORING,0,0,13790,
1,20,Martinez Brayelin Elizabeth ,OH,10,10,0,0,,22.58,DOM,SCORING,0,0,13790,
2,23,Gonzalez Lopez Gaila Ceneida ,O,9,8,1,0,,-8.57,DOM,SCORING,0,0,13790,
3,21,Martinez Jineiry ,MB,4,3,1,0,,0.0,DOM,SCORING,0,0,13790,
4,24,Gonzalez Geraldine Sthefany ,MB,3,0,3,0,,-9.09,DOM,SCORING,0,0,13790,
5,7,Marte Frica Niverka Dharlenis (C),S,1,1,0,0,,0.0,DOM,SCORING,0,0,13790,
6,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,0,0,13790,
7,3,Rabit Esthefany ,L,0,0,0,0,,,DOM,SCORING,0,0,13790,
8,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,0.0,DOM,SCORING,0,0,13790,
9,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,,DOM,SCORING,0,0,13790,
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,0,0,13790,
11,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,0,,-25.0,DOM,SCORING,0,0,13790,
12,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,,DOM,SCORING,0,0,13790,
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,,DOM,SCORING,0,0,13790,
0,16,Peña Isabel Yonkaira Paola ,OH,8,8,0,0,,15.79,DOM,SCORING,1,25,13790,1.0
1,20,Martinez Brayelin Elizabeth ,OH,5,5,0,0,,23.53,DOM,SCORING,1,25,13790,1.0
2,23,Gonzalez Lopez Gaila Ceneida ,O,3,3,0,0,,-9.09,DOM,SCORING,1,25,13790,1.0
3,24,Gonzalez Geraldine Sthefany ,MB,1,0,1,0,,-28.57,DOM,SCORING,1,25,13790,1.0
4,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,1,25,13790,1.0
5,3,Rabit Esthefany ,L,0,0,0,0,,,DOM,SCORING,1,25,13790,1.0
6,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,,DOM,SCORING,1,25,13790,1.0
7,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,,DOM,SCORING,1,25,13790,1.0
8,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,0.0,DOM,SCORING,1,25,13790,1.0
9,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,1,25,13790,1.0
10,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,0,,-100.0,DOM,SCORING,1,25,13790,1.0
11,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,,DOM,SCORING,1,25,13790,1.0
12,21,Martinez Jineiry ,MB,0,0,0,0,,-25.0,DOM,SCORING,1,25,13790,1.0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,,DOM,SCORING,1,25,13790,1.0
0,16,Peña Isabel Yonkaira Paola ,OH,9,8,0,1,,41.18,DOM,SCORING,2,25,13790,1.0
1,20,Martinez Brayelin Elizabeth ,OH,3,3,0,0,,12.5,DOM,SCORING,2,25,13790,1.0
2,23,Gonzalez Lopez Gaila Ceneida ,O,2,1,1,0,,-27.27,DOM,SCORING,2,25,13790,1.0
3,24,Gonzalez Geraldine Sthefany ,MB,1,0,1,0,,12.5,DOM,SCORING,2,25,13790,1.0
4,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,2,25,13790,1.0
5,3,Rabit Esthefany ,L,0,0,0,0,,,DOM,SCORING,2,25,13790,1.0
6,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,,DOM,SCORING,2,25,13790,1.0
7,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,,DOM,SCORING,2,25,13790,1.0
8,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,0.0,DOM,SCORING,2,25,13790,1.0
9,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,2,25,13790,1.0
10,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,0,,,DOM,SCORING,2,25,13790,1.0
11,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,,DOM,SCORING,2,25,13790,1.0
12,21,Martinez Jineiry ,MB,0,0,0,0,,-28.57,DOM,SCORING,2,25,13790,1.0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,,DOM,SCORING,2,25,13790,1.0
0,16,Peña Isabel Yonkaira Paola ,OH,5,3,1,1,,30.77,DOM,SCORING,3,25,13790,1.0
1,21,Martinez Jineiry ,MB,4,3,1,0,,27.27,DOM,SCORING,3,25,13790,1.0
2,23,Gonzalez Lopez Gaila Ceneida ,O,4,4,0,0,,7.69,DOM,SCORING,3,25,13790,1.0
3,20,Martinez Brayelin Elizabeth ,OH,2,2,0,0,,33.33,DOM,SCORING,3,25,13790,1.0
4,7,Marte Frica Niverka Dharlenis (C),S,1,1,0,0,,0.0,DOM,SCORING,3,25,13790,1.0
5,24,Gonzalez Geraldine Sthefany ,MB,1,0,1,0,,-14.29,DOM,SCORING,3,25,13790,1.0
6,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,,DOM,SCORING,3,25,13790,1.0
7,3,Rabit Esthefany ,L,0,0,0,0,,,DOM,SCORING,3,25,13790,1.0
8,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,0.0,DOM,SCORING,3,25,13790,1.0
9,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,,DOM,SCORING,3,25,13790,1.0
10,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,,DOM,SCORING,3,25,13790,1.0
11,15,Guillen Paredes Madeline Jazmin ,OH,0,0,0,0,,0.0,DOM,SCORING,3,25,13790,1.0
12,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,,DOM,SCORING,3,25,13790,1.0
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,,DOM,SCORING,3,25,13790,1.0
0,8,Jung Hoyoung ,MB,10,5,5,0,,20.83,KOR,SCORING,0,0,13790,
1,19,Kim Heejin ,O,8,8,0,0,,-13.64,KOR,SCORING,0,0,13790,
2,7,Kang Sohwi ,OH,5,3,2,0,,0.0,KOR,SCORING,0,0,13790,
3,9,Lee Juah ,MB,5,4,1,0,,-10.53,KOR,SCORING,0,0,13790,
4,13,Park Jeongah (C),OH,3,3,0,0,,0.0,KOR,SCORING,0,0,13790,
5,15,Hwang Minkyoung ,OH,3,3,0,0,,20.0,KOR,SCORING,0,0,13790,
6,6,Lee Seonwoo ,O,2,2,0,0,,0.0,KOR,SCORING,0,0,13790,
7,3,Yeum Hye Seon ,S,1,0,0,1,,-25.0,KOR,SCORING,0,0,13790,
8,4,Han Dahye ,L,0,0,0,0,,,KOR,SCORING,0,0,13790,
9,10,Go Yerim ,OH,0,0,0,0,,,KOR,SCORING,0,0,13790,
10,11,Park Hyemin ,OH,0,0,0,0,,,KOR,SCORING,0,0,13790,
11,12,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,0,0,13790,
12,16,Lee Hanbi ,OH,0,0,0,0,,,KOR,SCORING,0,0,13790,
0,8,Jung Hoyoung ,MB,5,2,3,0,,27.27,KOR,SCORING,1,21,13790,0.0
1,19,Kim Heejin ,O,4,4,0,0,,6.25,KOR,SCORING,1,21,13790,0.0
2,13,Park Jeongah (C),OH,2,2,0,0,,-7.69,KOR,SCORING,1,21,13790,0.0
3,3,Yeum Hye Seon ,S,1,0,0,1,,-12.5,KOR,SCORING,1,21,13790,0.0
4,7,Kang Sohwi ,OH,1,1,0,0,,14.29,KOR,SCORING,1,21,13790,0.0
5,9,Lee Juah ,MB,1,0,1,0,,0.0,KOR,SCORING,1,21,13790,0.0
6,4,Han Dahye ,L,0,0,0,0,,,KOR,SCORING,1,21,13790,0.0
7,6,Lee Seonwoo ,O,0,0,0,0,,-100.0,KOR,SCORING,1,21,13790,0.0
8,10,Go Yerim ,OH,0,0,0,0,,,KOR,SCORING,1,21,13790,0.0
9,11,Park Hyemin ,OH,0,0,0,0,,,KOR,SCORING,1,21,13790,0.0
10,12,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,1,21,13790,0.0
11,15,Hwang Minkyoung ,OH,0,0,0,0,,0.0,KOR,SCORING,1,21,13790,0.0
12,16,Lee Hanbi ,OH,0,0,0,0,,,KOR,SCORING,1,21,13790,0.0
0,7,Kang Sohwi ,OH,3,1,2,0,,-10.0,KOR,SCORING,2,17,13790,0.0
1,8,Jung Hoyoung ,MB,3,3,0,0,,14.29,KOR,SCORING,2,17,13790,0.0
2,9,Lee Juah ,MB,2,2,0,0,,-14.29,KOR,SCORING,2,17,13790,0.0
3,19,Kim Heejin ,O,2,2,0,0,,-23.08,KOR,SCORING,2,17,13790,0.0
4,13,Park Jeongah (C),OH,1,1,0,0,,9.09,KOR,SCORING,2,17,13790,0.0
5,3,Yeum Hye Seon ,S,0,0,0,0,,-40.0,KOR,SCORING,2,17,13790,0.0
6,4,Han Dahye ,L,0,0,0,0,,,KOR,SCORING,2,17,13790,0.0
7,6,Lee Seonwoo ,O,0,0,0,0,,0.0,KOR,SCORING,2,17,13790,0.0
8,10,Go Yerim ,OH,0,0,0,0,,,KOR,SCORING,2,17,13790,0.0
9,11,Park Hyemin ,OH,0,0,0,0,,,KOR,SCORING,2,17,13790,0.0
10,12,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,2,17,13790,0.0
11,15,Hwang Minkyoung ,OH,0,0,0,0,,0.0,KOR,SCORING,2,17,13790,0.0
12,16,Lee Hanbi ,OH,0,0,0,0,,,KOR,SCORING,2,17,13790,0.0
0,15,Hwang Minkyoung ,OH,3,3,0,0,,28.57,KOR,SCORING,3,13,13790,0.0
1,6,Lee Seonwoo ,O,2,2,0,0,,14.29,KOR,SCORING,3,13,13790,0.0
2,8,Jung Hoyoung ,MB,2,0,2,0,,16.67,KOR,SCORING,3,13,13790,0.0
3,9,Lee Juah ,MB,2,2,0,0,,-14.29,KOR,SCORING,3,13,13790,0.0
4,19,Kim Heejin ,O,2,2,0,0,,-26.67,KOR,SCORING,3,13,13790,0.0
5,7,Kang Sohwi ,OH,1,1,0,0,,0.0,KOR,SCORING,3,13,13790,0.0
6,3,Yeum Hye Seon ,S,0,0,0,0,,-33.33,KOR,SCORING,3,13,13790,0.0
7,4,Han Dahye ,L,0,0,0,0,,,KOR,SCORING,3,13,13790,0.0
8,10,Go Yerim ,OH,0,0,0,0,,,KOR,SCORING,3,13,13790,0.0
9,11,Park Hyemin ,OH,0,0,0,0,,,KOR,SCORING,3,13,13790,0.0
10,12,Lee Dahyeon ,MB,0,0,0,0,,,KOR,SCORING,3,13,13790,0.0
11,13,Park Jeongah (C),OH,0,0,0,0,,0.0,KOR,SCORING,3,13,13790,0.0
12,16,Lee Hanbi ,OH,0,0,0,0,,,KOR,SCORING,3,13,13790,0.0
0,10,Braga Guimaraes Gabriela (C),OH,20,16,2,2,,11.11,BRA,SCORING,0,0,13791,
1,16,Nascimento Kisy ,O,18,13,5,0,,24.49,BRA,SCORING,0,0,13791,
2,4,Da Silva Ana Carolina ,MB,14,8,6,0,,17.95,BRA,SCORING,0,0,13791,
3,2,Duarte Alecrim Diana ,MB,9,4,2,3,,28.57,BRA,SCORING,0,0,13791,
4,5,Zalewski Daroit Priscila ,OH,8,6,1,1,,26.32,BRA,SCORING,0,0,13791,
5,17,Bergmann Julia Isabelle ,OH,8,8,0,0,,3.7,BRA,SCORING,0,0,13791,
6,8,Silva Carneiro Macris Fernanda ,S,1,0,1,0,,-7.69,BRA,SCORING,0,0,13791,
7,12,Menezes Oliveira de Souza Ana Cristina ,OH,1,1,0,0,,-11.76,BRA,SCORING,0,0,13791,
8,3,Gambatto Kudiess Julia ,MB,0,0,0,0,,,BRA,SCORING,0,0,13791,
9,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,,BRA,SCORING,0,0,13791,
10,7,Montibeller Rosamaria ,OH,0,0,0,0,,0.0,BRA,SCORING,0,0,13791,
11,9,Ratzke Roberta Silva ,S,0,0,0,0,,0.0,BRA,SCORING,0,0,13791,
12,14,Araujo Natália ,L,0,0,0,0,,,BRA,SCORING,0,0,13791,
13,15,Viezel Lorena Giovana ,MB,0,0,0,0,,,BRA,SCORING,0,0,13791,
