,Player No,Player Name,Position,Successful,Errors,Attempts,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
3,5,Da Silva Adenizia ,MB,0,0,0,0,,BRA,RECEPTION,3,25,11877,1
4,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,3,25,11877,1
5,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,RECEPTION,3,25,11877,1
6,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,3,25,11877,1
7,11,Caixeta Tandara ,OH,0,0,0,0,,BRA,RECEPTION,3,25,11877,1
8,15,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,3,25,11877,1
9,16,Rodrigues Fernanda (C),OH,0,0,0,0,,BRA,RECEPTION,3,25,11877,1
10,17,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,3,25,11877,1
11,18,Brait Camila ,L,0,1,4,5,-20.00,BRA,RECEPTION,3,25,11877,1
12,20,Correa Ana Beatriz ,MB,0,0,0,0,,BRA,RECEPTION,3,25,11877,1
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,3,25,11877,1
0,10,Braga Guimaraes Gabriela ,OH,2,0,3,5,40.00,BRA,RECEPTION,4,25,11877,1
1,18,Brait Camila ,L,2,0,3,5,40.00,BRA,RECEPTION,4,25,11877,1
2,7,Montibeller Rosamaria ,OH,1,0,2,3,33.33,BRA,RECEPTION,4,25,11877,1
3,2,De Oliveira Saad Gattaz Caroline ,MB,0,0,0,0,,BRA,RECEPTION,4,25,11877,1
4,5,Da Silva Adenizia ,MB,0,0,0,0,,BRA,RECEPTION,4,25,11877,1
5,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,4,25,11877,1
6,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,RECEPTION,4,25,11877,1
7,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,4,25,11877,1
8,11,Caixeta Tandara ,OH,0,0,0,0,,BRA,RECEPTION,4,25,11877,1
9,15,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,4,25,11877,1
10,16,Rodrigues Fernanda (C),OH,0,0,0,0,,BRA,RECEPTION,4,25,11877,1
11,17,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,4,25,11877,1
12,20,Correa Ana Beatriz ,MB,0,0,1,1,0.00,BRA,RECEPTION,4,25,11877,1
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,4,25,11877,1
0,23,De Bortoli Chiara ,L,6,1,18,25,20.00,ITA,RECEPTION,0,0,11877,
1,29,D'Odorico Sofia ,OH,5,1,18,24,16.67,ITA,RECEPTION,0,0,11877,
2,28,Melli Giulia ,OH,4,1,20,25,12.00,ITA,RECEPTION,0,0,11877,
3,31,Fersino Eleonora ,L,3,1,3,7,28.57,ITA,RECEPTION,0,0,11877,
4,32,Omoruyi Oghosasere Loveth ,OH,1,0,1,2,50.00,ITA,RECEPTION,0,0,11877,
5,2,Bosio Francesca (C),S,0,0,0,0,,ITA,RECEPTION,0,0,11877,
6,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,RECEPTION,0,0,11877,
7,12,Guerra Anastasia ,OH,0,0,1,1,0.00,ITA,RECEPTION,0,0,11877,
8,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,RECEPTION,0,0,11877,
9,19,Mingardi Camilla ,OH,0,0,0,0,,ITA,RECEPTION,0,0,11877,
10,21,Lubian Marina ,MB,0,0,0,0,,ITA,RECEPTION,0,0,11877,
11,24,Mazzaro Alessia ,MB,0,0,0,0,,ITA,RECEPTION,0,0,11877,
12,26,Battistoni Ilaria ,S,0,0,0,0,,ITA,RECEPTION,0,0,11877,
13,27,Furlan Eleonora ,MB,0,0,0,0,,ITA,RECEPTION,0,0,11877,
0,29,D'Odorico Sofia ,OH,2,0,4,6,33.33,ITA,RECEPTION,1,25,11877,1
1,23,De Bortoli Chiara ,L,1,0,5,6,16.67,ITA,RECEPTION,1,25,11877,1
2,2,Bosio Francesca (C),S,0,0,0,0,,ITA,RECEPTION,1,25,11877,1
3,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,RECEPTION,1,25,11877,1
4,12,Guerra Anastasia ,OH,0,0,0,0,,ITA,RECEPTION,1,25,11877,1
5,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,RECEPTION,1,25,11877,1
6,19,Mingardi Camilla ,OH,0,0,0,0,,ITA,RECEPTION,1,25,11877,1
7,21,Lubian Marina ,MB,0,0,0,0,,ITA,RECEPTION,1,25,11877,1
8,24,Mazzaro Alessia ,MB,0,0,0,0,,ITA,RECEPTION,1,25,11877,1
9,26,Battistoni Ilaria ,S,0,0,0,0,,ITA,RECEPTION,1,25,11877,1
10,27,Furlan Eleonora ,MB,0,0,0,0,,ITA,RECEPTION,1,25,11877,1
11,28,Melli Giulia ,OH,0,0,6,6,0.00,ITA,RECEPTION,1,25,11877,1
12,31,Fersino Eleonora ,L,0,0,0,0,,ITA,RECEPTION,1,25,11877,1
13,32,Omoruyi Oghosasere Loveth ,OH,0,0,0,0,,ITA,RECEPTION,1,25,11877,1
0,28,Melli Giulia ,OH,2,0,7,9,22.22,ITA,RECEPTION,2,15,11877,0
1,29,D'Odorico Sofia ,OH,1,1,7,9,0.00,ITA,RECEPTION,2,15,11877,0
2,2,Bosio Francesca (C),S,0,0,0,0,,ITA,RECEPTION,2,15,11877,0
3,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,RECEPTION,2,15,11877,0
4,12,Guerra Anastasia ,OH,0,0,1,1,0.00,ITA,RECEPTION,2,15,11877,0
5,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,RECEPTION,2,15,11877,0
6,19,Mingardi Camilla ,OH,0,0,0,0,,ITA,RECEPTION,2,15,11877,0
7,21,Lubian Marina ,MB,0,0,0,0,,ITA,RECEPTION,2,15,11877,0
8,23,De Bortoli Chiara ,L,0,0,3,3,0.00,ITA,RECEPTION,2,15,11877,0
9,24,Mazzaro Alessia ,MB,0,0,0,0,,ITA,RECEPTION,2,15,11877,0
10,26,Battistoni Ilaria ,S,0,0,0,0,,ITA,RECEPTION,2,15,11877,0
11,27,Furlan Eleonora ,MB,0,0,0,0,,ITA,RECEPTION,2,15,11877,0
12,31,Fersino Eleonora ,L,0,0,0,0,,ITA,RECEPTION,2,15,11877,0
13,32,Omoruyi Oghosasere Loveth ,OH,0,0,0,0,,ITA,RECEPTION,2,15,11877,0
0,23,De Bortoli Chiara ,L,2,0,4,6,33.33,ITA,RECEPTION,3,19,11877,0
1,28,Melli Giulia ,OH,1,1,3,5,0.00,ITA,RECEPTION,3,19,11877,0
2,29,D'Odorico Sofia ,OH,1,0,4,5,20.00,ITA,RECEPTION,3,19,11877,0
3,31,Fersino Eleonora ,L,1,1,2,4,0.00,ITA,RECEPTION,3,19,11877,0
4,32,Omoruyi Oghosasere Loveth ,OH,1,0,1,2,50.00,ITA,RECEPTION,3,19,11877,0
5,2,Bosio Francesca (C),S,0,0,0,0,,ITA,RECEPTION,3,19,11877,0
6,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,RECEPTION,3,19,11877,0
7,12,Guerra Anastasia ,OH,0,0,0,0,,ITA,RECEPTION,3,19,11877,0
8,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,RECEPTION,3,19,11877,0
9,19,Mingardi Camilla ,OH,0,0,0,0,,ITA,RECEPTION,3,19,11877,0
10,21,Lubian Marina ,MB,0,0,0,0,,ITA,RECEPTION,3,19,11877,0
11,24,Mazzaro Alessia ,MB,0,0,0,0,,ITA,RECEPTION,3,19,11877,0
12,26,Battistoni Ilaria ,S,0,0,0,0,,ITA,RECEPTION,3,19,11877,0
13,27,Furlan Eleonora ,MB,0,0,0,0,,ITA,RECEPTION,3,19,11877,0
0,23,De Bortoli Chiara ,L,3,1,6,10,20.00,ITA,RECEPTION,4,19,11877,0
1,31,Fersino Eleonora ,L,2,0,1,3,66.67,ITA,RECEPTION,4,19,11877,0
2,28,Melli Giulia ,OH,1,0,4,5,20.00,ITA,RECEPTION,4,19,11877,0
3,29,D'Odorico Sofia ,OH,1,0,3,4,25.00,ITA,RECEPTION,4,19,11877,0
4,2,Bosio Francesca (C),S,0,0,0,0,,ITA,RECEPTION,4,19,11877,0
5,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,RECEPTION,4,19,11877,0
6,12,Guerra Anastasia ,OH,0,0,0,0,,ITA,RECEPTION,4,19,11877,0
7,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,RECEPTION,4,19,11877,0
8,19,Mingardi Camilla ,OH,0,0,0,0,,ITA,RECEPTION,4,19,11877,0
9,21,Lubian Marina ,MB,0,0,0,0,,ITA,RECEPTION,4,19,11877,0
10,24,Mazzaro Alessia ,MB,0,0,0,0,,ITA,RECEPTION,4,19,11877,0
11,26,Battistoni Ilaria ,S,0,0,0,0,,ITA,RECEPTION,4,19,11877,0
12,27,Furlan Eleonora ,MB,0,0,0,0,,ITA,RECEPTION,4,19,11877,0
13,32,Omoruyi Oghosasere Loveth ,OH,0,0,0,0,,ITA,RECEPTION,4,19,11877,0
0,8,Ishikawa Mayu ,OH,6,1,20,27,18.52,JPN,RECEPTION,0,0,11879,
1,14,Kobata Mako ,L,4,1,8,13,23.08,JPN,RECEPTION,0,0,11879,
2,15,Inoue Kotoe ,L,3,0,3,6,50.00,JPN,RECEPTION,0,0,11879,
3,2,Nishida Sarina ,OH,2,0,6,8,25.00,JPN,RECEPTION,0,0,11879,
4,7,Ishii Yuki ,OH,2,1,2,5,20.00,JPN,RECEPTION,0,0,11879,
5,1,Kurogo Ai ,OH,0,0,1,1,0.00,JPN,RECEPTION,0,0,11879,
6,5,Araki Erika (C),MB,0,0,0,0,,JPN,RECEPTION,0,0,11879,
7,9,Tashiro Kanami ,S,0,0,0,0,,JPN,RECEPTION,0,0,11879,
8,10,Akutagawa Aika ,MB,0,0,0,0,,JPN,RECEPTION,0,0,11879,
9,11,Nabeya Yurie ,OH,0,0,0,0,,JPN,RECEPTION,0,0,11879,
10,13,Okumura Mai ,MB,0,0,0,0,,JPN,RECEPTION,0,0,11879,
11,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,0,0,11879,
12,21,Hayashi Kotona ,OH,0,1,4,5,-20.00,JPN,RECEPTION,0,0,11879,
13,24,Momii Aki ,S,0,0,0,0,,JPN,RECEPTION,0,0,11879,
0,15,Inoue Kotoe ,L,3,0,3,6,50.00,JPN,RECEPTION,1,22,11879,0
1,8,Ishikawa Mayu ,OH,1,1,7,9,0.00,JPN,RECEPTION,1,22,11879,0
2,14,Kobata Mako ,L,1,0,1,2,50.00,JPN,RECEPTION,1,22,11879,0
3,1,Kurogo Ai ,OH,0,0,1,1,0.00,JPN,RECEPTION,1,22,11879,0
4,2,Nishida Sarina ,OH,0,0,3,3,0.00,JPN,RECEPTION,1,22,11879,0
5,5,Araki Erika (C),MB,0,0,0,0,,JPN,RECEPTION,1,22,11879,0
6,7,Ishii Yuki ,OH,0,0,0,0,,JPN,RECEPTION,1,22,11879,0
7,9,Tashiro Kanami ,S,0,0,0,0,,JPN,RECEPTION,1,22,11879,0
8,10,Akutagawa Aika ,MB,0,0,0,0,,JPN,RECEPTION,1,22,11879,0
9,11,Nabeya Yurie ,OH,0,0,0,0,,JPN,RECEPTION,1,22,11879,0
10,13,Okumura Mai ,MB,0,0,0,0,,JPN,RECEPTION,1,22,11879,0
11,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,1,22,11879,0
12,21,Hayashi Kotona ,OH,0,0,0,0,,JPN,RECEPTION,1,22,11879,0
13,24,Momii Aki ,S,0,0,0,0,,JPN,RECEPTION,1,22,11879,0
0,8,Ishikawa Mayu ,OH,3,0,8,11,27.27,JPN,RECEPTION,2,20,11879,0
1,14,Kobata Mako ,L,3,0,2,5,60.00,JPN,RECEPTION,2,20,11879,0
2,7,Ishii Yuki ,OH,2,1,2,5,20.00,JPN,RECEPTION,2,20,11879,0
3,2,Nishida Sarina ,OH,1,0,1,2,50.00,JPN,RECEPTION,2,20,11879,0
4,1,Kurogo Ai ,OH,0,0,0,0,,JPN,RECEPTION,2,20,11879,0
5,5,Araki Erika (C),MB,0,0,0,0,,JPN,RECEPTION,2,20,11879,0
6,9,Tashiro Kanami ,S,0,0,0,0,,JPN,RECEPTION,2,20,11879,0
7,10,Akutagawa Aika ,MB,0,0,0,0,,JPN,RECEPTION,2,20,11879,0
8,11,Nabeya Yurie ,OH,0,0,0,0,,JPN,RECEPTION,2,20,11879,0
9,13,Okumura Mai ,MB,0,0,0,0,,JPN,RECEPTION,2,20,11879,0
10,15,Inoue Kotoe ,L,0,0,0,0,,JPN,RECEPTION,2,20,11879,0
11,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,2,20,11879,0
12,21,Hayashi Kotona ,OH,0,0,0,0,,JPN,RECEPTION,2,20,11879,0
13,24,Momii Aki ,S,0,0,0,0,,JPN,RECEPTION,2,20,11879,0
0,8,Ishikawa Mayu ,OH,2,0,5,7,28.57,JPN,RECEPTION,3,23,11879,0
1,2,Nishida Sarina ,OH,1,0,2,3,33.33,JPN,RECEPTION,3,23,11879,0
2,1,Kurogo Ai ,OH,0,0,0,0,,JPN,RECEPTION,3,23,11879,0
3,5,Araki Erika (C),MB,0,0,0,0,,JPN,RECEPTION,3,23,11879,0
4,7,Ishii Yuki ,OH,0,0,0,0,,JPN,RECEPTION,3,23,11879,0
5,9,Tashiro Kanami ,S,0,0,0,0,,JPN,RECEPTION,3,23,11879,0
6,10,Akutagawa Aika ,MB,0,0,0,0,,JPN,RECEPTION,3,23,11879,0
7,11,Nabeya Yurie ,OH,0,0,0,0,,JPN,RECEPTION,3,23,11879,0
8,13,Okumura Mai ,MB,0,0,0,0,,JPN,RECEPTION,3,23,11879,0
9,14,Kobata Mako ,L,0,1,5,6,-16.67,JPN,RECEPTION,3,23,11879,0
10,15,Inoue Kotoe ,L,0,0,0,0,,JPN,RECEPTION,3,23,11879,0
11,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,3,23,11879,0
12,21,Hayashi Kotona ,OH,0,1,4,5,-20.00,JPN,RECEPTION,3,23,11879,0
13,24,Momii Aki ,S,0,0,0,0,,JPN,RECEPTION,3,23,11879,0
0,18,Jasper Marrit ,OH,7,0,4,11,63.64,NED,RECEPTION,0,0,11879,
1,9,Schoot Myrthe ,L,4,1,2,7,42.86,NED,RECEPTION,0,0,11879,
2,11,Buijs Anne (C),OH,4,0,11,15,26.67,NED,RECEPTION,0,0,11879,
3,19,Daalderop Nika ,OH,4,1,24,29,10.34,NED,RECEPTION,0,0,11879,
4,1,Knip Kirsten ,L,0,0,0,0,,NED,RECEPTION,0,0,11879,
5,2,Savelkoel Fleur ,OH,0,0,0,0,,NED,RECEPTION,0,0,11879,
6,4,Plak Celeste ,O,0,0,0,0,,NED,RECEPTION,0,0,11879,
7,7,Lohuis Juliet ,MB,0,0,1,1,0.00,NED,RECEPTION,0,0,11879,
8,10,van Aalen Sarah ,S,0,0,0,0,,NED,RECEPTION,0,0,11879,
9,12,Bongaerts Britt ,S,0,0,0,0,,NED,RECEPTION,0,0,11879,
10,16,Baijens Indy ,MB,0,0,0,0,,NED,RECEPTION,0,0,11879,
11,23,Timmerman Eline ,MB,0,0,0,0,,NED,RECEPTION,0,0,11879,
12,26,Dambrink Elles ,O,0,0,0,0,,NED,RECEPTION,0,0,11879,
13,27,Scholten Iris ,O,0,0,0,0,,NED,RECEPTION,0,0,11879,
0,11,Buijs Anne (C),OH,3,0,7,10,30.00,NED,RECEPTION,1,25,11879,1
1,9,Schoot Myrthe ,L,2,1,1,4,25.00,NED,RECEPTION,1,25,11879,1
2,19,Daalderop Nika ,OH,1,0,6,7,14.29,NED,RECEPTION,1,25,11879,1
3,1,Knip Kirsten ,L,0,0,0,0,,NED,RECEPTION,1,25,11879,1
4,2,Savelkoel Fleur ,OH,0,0,0,0,,NED,RECEPTION,1,25,11879,1
5,4,Plak Celeste ,O,0,0,0,0,,NED,RECEPTION,1,25,11879,1
6,7,Lohuis Juliet ,MB,0,0,0,0,,NED,RECEPTION,1,25,11879,1
7,10,van Aalen Sarah ,S,0,0,0,0,,NED,RECEPTION,1,25,11879,1
8,12,Bongaerts Britt ,S,0,0,0,0,,NED,RECEPTION,1,25,11879,1
9,16,Baijens Indy ,MB,0,0,0,0,,NED,RECEPTION,1,25,11879,1
10,18,Jasper Marrit ,OH,0,0,0,0,,NED,RECEPTION,1,25,11879,1
11,23,Timmerman Eline ,MB,0,0,0,0,,NED,RECEPTION,1,25,11879,1
12,26,Dambrink Elles ,O,0,0,0,0,,NED,RECEPTION,1,25,11879,1
13,27,Scholten Iris ,O,0,0,0,0,,NED,RECEPTION,1,25,11879,1
0,11,Buijs Anne (C),OH,1,0,2,3,33.33,NED,RECEPTION,2,25,11879,1
1,18,Jasper Marrit ,OH,1,0,2,3,33.33,NED,RECEPTION,2,25,11879,1
2,1,Knip Kirsten ,L,0,0,0,0,,NED,RECEPTION,2,25,11879,1
3,2,Savelkoel Fleur ,OH,0,0,0,0,,NED,RECEPTION,2,25,11879,1
4,4,Plak Celeste ,O,0,0,0,0,,NED,RECEPTION,2,25,11879,1
5,7,Lohuis Juliet ,MB,0,0,1,1,0.00,NED,RECEPTION,2,25,11879,1
6,9,Schoot Myrthe ,L,0,0,0,0,,NED,RECEPTION,2,25,11879,1
7,10,van Aalen Sarah ,S,0,0,0,0,,NED,RECEPTION,2,25,11879,1
8,12,Bongaerts Britt ,S,0,0,0,0,,NED,RECEPTION,2,25,11879,1
9,16,Baijens Indy ,MB,0,0,0,0,,NED,RECEPTION,2,25,11879,1
10,19,Daalderop Nika ,OH,0,1,11,12,-8.33,NED,RECEPTION,2,25,11879,1
11,23,Timmerman Eline ,MB,0,0,0,0,,NED,RECEPTION,2,25,11879,1
12,26,Dambrink Elles ,O,0,0,0,0,,NED,RECEPTION,2,25,11879,1
13,27,Scholten Iris ,O,0,0,0,0,,NED,RECEPTION,2,25,11879,1
0,18,Jasper Marrit ,OH,6,0,2,8,75.00,NED,RECEPTION,3,25,11879,1
1,19,Daalderop Nika ,OH,3,0,7,10,30.00,NED,RECEPTION,3,25,11879,1
2,9,Schoot Myrthe ,L,2,0,1,3,66.67,NED,RECEPTION,3,25,11879,1
3,1,Knip Kirsten ,L,0,0,0,0,,NED,RECEPTION,3,25,11879,1
4,2,Savelkoel Fleur ,OH,0,0,0,0,,NED,RECEPTION,3,25,11879,1
5,4,Plak Celeste ,O,0,0,0,0,,NED,RECEPTION,3,25,11879,1
6,7,Lohuis Juliet ,MB,0,0,0,0,,NED,RECEPTION,3,25,11879,1
7,10,van Aalen Sarah ,S,0,0,0,0,,NED,RECEPTION,3,25,11879,1
8,11,Buijs Anne (C),OH,0,0,2,2,0.00,NED,RECEPTION,3,25,11879,1
9,12,Bongaerts Britt ,S,0,0,0,0,,NED,RECEPTION,3,25,11879,1
10,16,Baijens Indy ,MB,0,0,0,0,,NED,RECEPTION,3,25,11879,1
11,23,Timmerman Eline ,MB,0,0,0,0,,NED,RECEPTION,3,25,11879,1
12,26,Dambrink Elles ,O,0,0,0,0,,NED,RECEPTION,3,25,11879,1
13,27,Scholten Iris ,O,0,0,0,0,,NED,RECEPTION,3,25,11879,1
0,4,Ivegin Tugba ,OH,10,0,16,26,38.46,TUR,RECEPTION,0,0,11880,
1,5,Ercan Seyma ,OH,5,0,2,7,71.43,TUR,RECEPTION,0,0,11880,
2,2,Akoz Simge Sebnem ,L,4,0,11,15,26.67,TUR,RECEPTION,0,0,11880,
3,7,Baladin Hande ,OH,4,0,12,16,25.00,TUR,RECEPTION,0,0,11880,
4,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,0,0,11880,
5,6,Akman Kubra ,MB,0,0,0,0,,TUR,RECEPTION,0,0,11880,
6,8,Guveli Yasemin ,MB,0,0,0,0,,TUR,RECEPTION,0,0,11880,
7,9,Diken Meliha ,O,0,0,0,0,,TUR,RECEPTION,0,0,11880,
8,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,RECEPTION,0,0,11880,
9,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,RECEPTION,0,0,11880,
10,13,Boz Meryem ,O,0,0,0,0,,TUR,RECEPTION,0,0,11880,
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,RECEPTION,0,0,11880,
12,19,Kalac Asli ,MB,0,0,0,0,,TUR,RECEPTION,0,0,11880,
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,RECEPTION,0,0,11880,
0,4,Ivegin Tugba ,OH,5,0,8,13,38.46,TUR,RECEPTION,1,23,11880,0
1,7,Baladin Hande ,OH,2,0,6,8,25.00,TUR,RECEPTION,1,23,11880,0
2,2,Akoz Simge Sebnem ,L,0,0,4,4,0.00,TUR,RECEPTION,1,23,11880,0
3,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,1,23,11880,0
4,5,Ercan Seyma ,OH,0,0,0,0,,TUR,RECEPTION,1,23,11880,0
5,6,Akman Kubra ,MB,0,0,0,0,,TUR,RECEPTION,1,23,11880,0
6,8,Guveli Yasemin ,MB,0,0,0,0,,TUR,RECEPTION,1,23,11880,0
7,9,Diken Meliha ,O,0,0,0,0,,TUR,RECEPTION,1,23,11880,0
8,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,RECEPTION,1,23,11880,0
9,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,RECEPTION,1,23,11880,0
10,13,Boz Meryem ,O,0,0,0,0,,TUR,RECEPTION,1,23,11880,0
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,RECEPTION,1,23,11880,0
12,19,Kalac Asli ,MB,0,0,0,0,,TUR,RECEPTION,1,23,11880,0
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,RECEPTION,1,23,11880,0
0,4,Ivegin Tugba ,OH,3,0,2,5,60.00,TUR,RECEPTION,2,25,11880,1
1,2,Akoz Simge Sebnem ,L,1,0,1,2,50.00,TUR,RECEPTION,2,25,11880,1
2,7,Baladin Hande ,OH,1,0,3,4,25.00,TUR,RECEPTION,2,25,11880,1
3,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,2,25,11880,1
4,5,Ercan Seyma ,OH,0,0,0,0,,TUR,RECEPTION,2,25,11880,1
5,6,Akman Kubra ,MB,0,0,0,0,,TUR,RECEPTION,2,25,11880,1
6,8,Guveli Yasemin ,MB,0,0,0,0,,TUR,RECEPTION,2,25,11880,1
7,9,Diken Meliha ,O,0,0,0,0,,TUR,RECEPTION,2,25,11880,1
8,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,RECEPTION,2,25,11880,1
9,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,RECEPTION,2,25,11880,1
10,13,Boz Meryem ,O,0,0,0,0,,TUR,RECEPTION,2,25,11880,1
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,RECEPTION,2,25,11880,1
12,19,Kalac Asli ,MB,0,0,0,0,,TUR,RECEPTION,2,25,11880,1
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,RECEPTION,2,25,11880,1
0,5,Ercan Seyma ,OH,4,0,0,4,100.00,TUR,RECEPTION,3,25,11880,1
1,2,Akoz Simge Sebnem ,L,2,0,3,5,40.00,TUR,RECEPTION,3,25,11880,1
2,4,Ivegin Tugba ,OH,2,0,5,7,28.57,TUR,RECEPTION,3,25,11880,1
3,7,Baladin Hande ,OH,1,0,3,4,25.00,TUR,RECEPTION,3,25,11880,1
4,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,3,25,11880,1
5,6,Akman Kubra ,MB,0,0,0,0,,TUR,RECEPTION,3,25,11880,1
6,8,Guveli Yasemin ,MB,0,0,0,0,,TUR,RECEPTION,3,25,11880,1
7,9,Diken Meliha ,O,0,0,0,0,,TUR,RECEPTION,3,25,11880,1
8,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,RECEPTION,3,25,11880,1
9,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,RECEPTION,3,25,11880,1
10,13,Boz Meryem ,O,0,0,0,0,,TUR,RECEPTION,3,25,11880,1
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,RECEPTION,3,25,11880,1
12,19,Kalac Asli ,MB,0,0,0,0,,TUR,RECEPTION,3,25,11880,1
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,RECEPTION,3,25,11880,1
0,2,Akoz Simge Sebnem ,L,1,0,3,4,25.00,TUR,RECEPTION,4,25,11880,0
1,5,Ercan Seyma ,OH,1,0,2,3,33.33,TUR,RECEPTION,4,25,11880,0
2,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,4,25,11880,0
3,4,Ivegin Tugba ,OH,0,0,1,1,0.00,TUR,RECEPTION,4,25,11880,0
4,6,Akman Kubra ,MB,0,0,0,0,,TUR,RECEPTION,4,25,11880,0
5,7,Baladin Hande ,OH,0,0,0,0,,TUR,RECEPTION,4,25,11880,0
6,8,Guveli Yasemin ,MB,0,0,0,0,,TUR,RECEPTION,4,25,11880,0
7,9,Diken Meliha ,O,0,0,0,0,,TUR,RECEPTION,4,25,11880,0
8,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,RECEPTION,4,25,11880,0
9,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,RECEPTION,4,25,11880,0
10,13,Boz Meryem ,O,0,0,0,0,,TUR,RECEPTION,4,25,11880,0
11,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,RECEPTION,4,25,11880,0
12,19,Kalac Asli ,MB,0,0,0,0,,TUR,RECEPTION,4,25,11880,0
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,RECEPTION,4,25,11880,0
0,2,Pannoy Piyanut ,L,11,2,10,23,39.13,THA,RECEPTION,0,0,11880,
1,9,Chuewulim Sutadta ,OH,4,3,12,19,5.26,THA,RECEPTION,0,0,11880,
2,15,Kanthong Malika ,O,3,3,9,15,0.00,THA,RECEPTION,0,0,11880,
3,6,Sittirak Onuma ,OH,2,0,6,8,25.00,THA,RECEPTION,0,0,11880,
4,12,Chaisri Tapaphaipun ,L,1,2,6,9,-11.11,THA,RECEPTION,0,0,11880,
5,14,Juangjan Pattiya ,OH,1,0,2,3,33.33,THA,RECEPTION,0,0,11880,
6,22,Nilapa Chatsuda ,OH,1,0,5,6,16.67,THA,RECEPTION,0,0,11880,
7,3,ManaKij Sirima ,S,0,0,0,0,,THA,RECEPTION,0,0,11880,
8,5,Thinkaow Pleumjit (C),MB,0,0,1,1,0.00,THA,RECEPTION,0,0,11880,
9,10,Apinyapong Wilavan ,L,0,0,0,0,,THA,RECEPTION,0,0,11880,
10,11,Hyapha Amporn ,MB,0,0,0,0,,THA,RECEPTION,0,0,11880,
11,13,Tomkom Nootsara ,S,0,0,0,0,,THA,RECEPTION,0,0,11880,
12,19,Krause Karina ,MB,0,1,1,2,-50.00,THA,RECEPTION,0,0,11880,
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,THA,RECEPTION,0,0,11880,
0,15,Kanthong Malika ,O,3,1,3,7,28.57,THA,RECEPTION,1,25,11880,1
1,2,Pannoy Piyanut ,L,1,0,2,3,33.33,THA,RECEPTION,1,25,11880,1
