Unnamed: 0,Player No,Player Name,Position,Successful,Errors,Attempts,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
13,24,Ogbogu Chiaka ,MB,0,0,0,0,,USA,RECEPTION,3,25,13850,1.0
0,30,Frantti Alexandra ,OH,4,0,5,9,44.44,USA,RECEPTION,4,25,13850,1.0
1,23,Robinson Kelsey (C),OH,2,1,4,7,14.29,USA,RECEPTION,4,25,13850,1.0
2,4,Wong-Orantes Justine ,L,1,0,1,2,50.0,USA,RECEPTION,4,25,13850,1.0
3,2,Poulter Jordyn ,S,0,0,0,0,,USA,RECEPTION,4,25,13850,1.0
4,3,Plummer Kathryn ,OH,0,0,0,0,,USA,RECEPTION,4,25,13850,1.0
5,5,Hentz Morgan ,L,0,0,0,0,,USA,RECEPTION,4,25,13850,1.0
6,7,Carlini Lauren ,S,0,0,0,0,,USA,RECEPTION,4,25,13850,1.0
7,8,Tapp Hannah ,MB,0,0,0,0,,USA,RECEPTION,4,25,13850,1.0
8,11,Drews Andrea ,O,0,0,0,0,,USA,RECEPTION,4,25,13850,1.0
9,12,Thompson Jordan ,O,0,0,0,0,,USA,RECEPTION,4,25,13850,1.0
10,13,Wilhite Sarah ,OH,0,0,0,0,,USA,RECEPTION,4,25,13850,1.0
11,15,Washington Haleigh ,MB,0,0,1,1,0.0,USA,RECEPTION,4,25,13850,1.0
12,16,Rettke Dana ,MB,0,0,0,0,,USA,RECEPTION,4,25,13850,1.0
13,24,Ogbogu Chiaka ,MB,0,0,0,0,,USA,RECEPTION,4,25,13850,1.0
0,4,Wong-Orantes Justine ,L,3,0,0,3,100.0,USA,RECEPTION,5,13,13850,0.0
1,30,Frantti Alexandra ,OH,2,1,7,10,10.0,USA,RECEPTION,5,13,13850,0.0
2,2,Poulter Jordyn ,S,0,0,0,0,,USA,RECEPTION,5,13,13850,0.0
3,3,Plummer Kathryn ,OH,0,0,0,0,,USA,RECEPTION,5,13,13850,0.0
4,5,Hentz Morgan ,L,0,0,0,0,,USA,RECEPTION,5,13,13850,0.0
5,7,Carlini Lauren ,S,0,0,0,0,,USA,RECEPTION,5,13,13850,0.0
6,8,Tapp Hannah ,MB,0,0,0,0,,USA,RECEPTION,5,13,13850,0.0
7,11,Drews Andrea ,O,0,0,0,0,,USA,RECEPTION,5,13,13850,0.0
8,12,Thompson Jordan ,O,0,0,0,0,,USA,RECEPTION,5,13,13850,0.0
9,13,Wilhite Sarah ,OH,0,0,0,0,,USA,RECEPTION,5,13,13850,0.0
10,15,Washington Haleigh ,MB,0,0,0,0,,USA,RECEPTION,5,13,13850,0.0
11,16,Rettke Dana ,MB,0,0,0,0,,USA,RECEPTION,5,13,13850,0.0
12,23,Robinson Kelsey (C),OH,0,0,1,1,0.0,USA,RECEPTION,5,13,13850,0.0
13,24,Ogbogu Chiaka ,MB,0,0,0,0,,USA,RECEPTION,5,13,13850,0.0
0,12,Pusic Teodora ,L,21,2,25,48,39.58,SRB,RECEPTION,0,0,13850,
1,19,Milenkovic Bojana ,OH,14,1,20,35,37.14,SRB,RECEPTION,0,0,13850,
2,22,Lozo Sara ,O,11,0,6,17,64.71,SRB,RECEPTION,0,0,13850,
3,14,Aleksic Maja ,MB,1,0,1,2,50.0,SRB,RECEPTION,0,0,13850,
4,1,Busa Bianka ,OH,0,0,0,0,,SRB,RECEPTION,0,0,13850,
5,2,Lazovic Katarina ,OH,0,0,1,1,0.0,SRB,RECEPTION,0,0,13850,
6,4,Drca Bojana ,S,0,0,1,1,0.0,SRB,RECEPTION,0,0,13850,
7,5,Popovic Mina ,MB,0,0,0,0,,SRB,RECEPTION,0,0,13850,
8,8,Mirkovic Sladjana ,S,0,0,0,0,,SRB,RECEPTION,0,0,13850,
9,9,Mihajlovic Brankica ,OH,0,0,0,0,,SRB,RECEPTION,0,0,13850,
10,13,Bjelica Ana (C),O,0,0,1,1,0.0,SRB,RECEPTION,0,0,13850,
11,15,Stevanovic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,0,0,13850,
12,21,Kocic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,0,0,13850,
13,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,RECEPTION,0,0,13850,
0,22,Lozo Sara ,O,5,0,3,8,62.5,SRB,RECEPTION,1,29,13850,1.0
1,19,Milenkovic Bojana ,OH,4,0,4,8,50.0,SRB,RECEPTION,1,29,13850,1.0
2,12,Pusic Teodora ,L,3,1,2,6,33.33,SRB,RECEPTION,1,29,13850,1.0
3,14,Aleksic Maja ,MB,1,0,1,2,50.0,SRB,RECEPTION,1,29,13850,1.0
4,1,Busa Bianka ,OH,0,0,0,0,,SRB,RECEPTION,1,29,13850,1.0
5,2,Lazovic Katarina ,OH,0,0,0,0,,SRB,RECEPTION,1,29,13850,1.0
6,4,Drca Bojana ,S,0,0,0,0,,SRB,RECEPTION,1,29,13850,1.0
7,5,Popovic Mina ,MB,0,0,0,0,,SRB,RECEPTION,1,29,13850,1.0
8,8,Mirkovic Sladjana ,S,0,0,0,0,,SRB,RECEPTION,1,29,13850,1.0
9,9,Mihajlovic Brankica ,OH,0,0,0,0,,SRB,RECEPTION,1,29,13850,1.0
10,13,Bjelica Ana (C),O,0,0,0,0,,SRB,RECEPTION,1,29,13850,1.0
11,15,Stevanovic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,1,29,13850,1.0
12,21,Kocic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,1,29,13850,1.0
13,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,RECEPTION,1,29,13850,1.0
0,22,Lozo Sara ,O,4,0,2,6,66.67,SRB,RECEPTION,2,25,13850,1.0
1,12,Pusic Teodora ,L,3,1,6,10,20.0,SRB,RECEPTION,2,25,13850,1.0
2,19,Milenkovic Bojana ,OH,1,0,3,4,25.0,SRB,RECEPTION,2,25,13850,1.0
3,1,Busa Bianka ,OH,0,0,0,0,,SRB,RECEPTION,2,25,13850,1.0
4,2,Lazovic Katarina ,OH,0,0,0,0,,SRB,RECEPTION,2,25,13850,1.0
5,4,Drca Bojana ,S,0,0,1,1,0.0,SRB,RECEPTION,2,25,13850,1.0
6,5,Popovic Mina ,MB,0,0,0,0,,SRB,RECEPTION,2,25,13850,1.0
7,8,Mirkovic Sladjana ,S,0,0,0,0,,SRB,RECEPTION,2,25,13850,1.0
8,9,Mihajlovic Brankica ,OH,0,0,0,0,,SRB,RECEPTION,2,25,13850,1.0
9,13,Bjelica Ana (C),O,0,0,0,0,,SRB,RECEPTION,2,25,13850,1.0
10,14,Aleksic Maja ,MB,0,0,0,0,,SRB,RECEPTION,2,25,13850,1.0
11,15,Stevanovic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,2,25,13850,1.0
12,21,Kocic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,2,25,13850,1.0
13,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,RECEPTION,2,25,13850,1.0
0,12,Pusic Teodora ,L,5,0,10,15,33.33,SRB,RECEPTION,3,20,13850,0.0
1,19,Milenkovic Bojana ,OH,2,0,4,6,33.33,SRB,RECEPTION,3,20,13850,0.0
2,22,Lozo Sara ,O,1,0,1,2,50.0,SRB,RECEPTION,3,20,13850,0.0
3,1,Busa Bianka ,OH,0,0,0,0,,SRB,RECEPTION,3,20,13850,0.0
4,2,Lazovic Katarina ,OH,0,0,1,1,0.0,SRB,RECEPTION,3,20,13850,0.0
5,4,Drca Bojana ,S,0,0,0,0,,SRB,RECEPTION,3,20,13850,0.0
6,5,Popovic Mina ,MB,0,0,0,0,,SRB,RECEPTION,3,20,13850,0.0
7,8,Mirkovic Sladjana ,S,0,0,0,0,,SRB,RECEPTION,3,20,13850,0.0
8,9,Mihajlovic Brankica ,OH,0,0,0,0,,SRB,RECEPTION,3,20,13850,0.0
9,13,Bjelica Ana (C),O,0,0,0,0,,SRB,RECEPTION,3,20,13850,0.0
10,14,Aleksic Maja ,MB,0,0,0,0,,SRB,RECEPTION,3,20,13850,0.0
11,15,Stevanovic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,3,20,13850,0.0
12,21,Kocic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,3,20,13850,0.0
13,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,RECEPTION,3,20,13850,0.0
0,12,Pusic Teodora ,L,6,0,5,11,54.55,SRB,RECEPTION,4,20,13850,0.0
1,19,Milenkovic Bojana ,OH,5,1,5,11,36.36,SRB,RECEPTION,4,20,13850,0.0
2,22,Lozo Sara ,O,1,0,0,1,100.0,SRB,RECEPTION,4,20,13850,0.0
3,1,Busa Bianka ,OH,0,0,0,0,,SRB,RECEPTION,4,20,13850,0.0
4,2,Lazovic Katarina ,OH,0,0,0,0,,SRB,RECEPTION,4,20,13850,0.0
5,4,Drca Bojana ,S,0,0,0,0,,SRB,RECEPTION,4,20,13850,0.0
6,5,Popovic Mina ,MB,0,0,0,0,,SRB,RECEPTION,4,20,13850,0.0
7,8,Mirkovic Sladjana ,S,0,0,0,0,,SRB,RECEPTION,4,20,13850,0.0
8,9,Mihajlovic Brankica ,OH,0,0,0,0,,SRB,RECEPTION,4,20,13850,0.0
9,13,Bjelica Ana (C),O,0,0,0,0,,SRB,RECEPTION,4,20,13850,0.0
10,14,Aleksic Maja ,MB,0,0,0,0,,SRB,RECEPTION,4,20,13850,0.0
11,15,Stevanovic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,4,20,13850,0.0
12,21,Kocic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,4,20,13850,0.0
13,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,RECEPTION,4,20,13850,0.0
0,12,Pusic Teodora ,L,4,0,2,6,66.67,SRB,RECEPTION,5,15,13850,1.0
1,19,Milenkovic Bojana ,OH,2,0,4,6,33.33,SRB,RECEPTION,5,15,13850,1.0
2,1,Busa Bianka ,OH,0,0,0,0,,SRB,RECEPTION,5,15,13850,1.0
3,2,Lazovic Katarina ,OH,0,0,0,0,,SRB,RECEPTION,5,15,13850,1.0
4,4,Drca Bojana ,S,0,0,0,0,,SRB,RECEPTION,5,15,13850,1.0
5,5,Popovic Mina ,MB,0,0,0,0,,SRB,RECEPTION,5,15,13850,1.0
6,8,Mirkovic Sladjana ,S,0,0,0,0,,SRB,RECEPTION,5,15,13850,1.0
7,9,Mihajlovic Brankica ,OH,0,0,0,0,,SRB,RECEPTION,5,15,13850,1.0
8,13,Bjelica Ana (C),O,0,0,1,1,0.0,SRB,RECEPTION,5,15,13850,1.0
9,14,Aleksic Maja ,MB,0,0,0,0,,SRB,RECEPTION,5,15,13850,1.0
10,15,Stevanovic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,5,15,13850,1.0
11,21,Kocic Jovana ,MB,0,0,0,0,,SRB,RECEPTION,5,15,13850,1.0
12,22,Lozo Sara ,O,0,0,0,0,,SRB,RECEPTION,5,15,13850,1.0
13,31,Djurdjevic Sanja ,L,0,0,0,0,,SRB,RECEPTION,5,15,13850,1.0
0,10,Braga Guimaraes Gabriela (C),OH,11,1,23,35,28.57,BRA,RECEPTION,0,0,13851,
1,17,Bergmann Julia Isabelle ,OH,5,3,22,30,6.67,BRA,RECEPTION,0,0,13851,
2,14,Araujo Natália ,L,4,1,12,17,17.65,BRA,RECEPTION,0,0,13851,
3,3,Gambatto Kudiess Julia ,MB,0,0,0,0,,BRA,RECEPTION,0,0,13851,
4,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,0,0,13851,
5,5,Zalewski Daroit Priscila ,OH,0,0,0,0,,BRA,RECEPTION,0,0,13851,
6,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,0,0,13851,
7,7,Montibeller Rosamaria ,OH,0,0,0,0,,BRA,RECEPTION,0,0,13851,
8,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,RECEPTION,0,0,13851,
9,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,0,0,13851,
10,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,0,0,13851,
11,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,0,0,13851,
12,16,Nascimento Kisy ,O,0,0,1,1,0.0,BRA,RECEPTION,0,0,13851,
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,0,0,13851,
0,10,Braga Guimaraes Gabriela (C),OH,2,0,8,10,20.0,BRA,RECEPTION,1,29,13851,1.0
1,14,Araujo Natália ,L,2,0,3,5,40.0,BRA,RECEPTION,1,29,13851,1.0
2,3,Gambatto Kudiess Julia ,MB,0,0,0,0,,BRA,RECEPTION,1,29,13851,1.0
3,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,1,29,13851,1.0
4,5,Zalewski Daroit Priscila ,OH,0,0,0,0,,BRA,RECEPTION,1,29,13851,1.0
5,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,1,29,13851,1.0
6,7,Montibeller Rosamaria ,OH,0,0,0,0,,BRA,RECEPTION,1,29,13851,1.0
7,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,RECEPTION,1,29,13851,1.0
8,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,1,29,13851,1.0
9,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,1,29,13851,1.0
10,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,1,29,13851,1.0
11,16,Nascimento Kisy ,O,0,0,0,0,,BRA,RECEPTION,1,29,13851,1.0
12,17,Bergmann Julia Isabelle ,OH,0,1,9,10,-10.0,BRA,RECEPTION,1,29,13851,1.0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,1,29,13851,1.0
0,10,Braga Guimaraes Gabriela (C),OH,3,0,4,7,42.86,BRA,RECEPTION,2,28,13851,1.0
1,17,Bergmann Julia Isabelle ,OH,3,1,9,13,15.38,BRA,RECEPTION,2,28,13851,1.0
2,14,Araujo Natália ,L,1,0,2,3,33.33,BRA,RECEPTION,2,28,13851,1.0
3,3,Gambatto Kudiess Julia ,MB,0,0,0,0,,BRA,RECEPTION,2,28,13851,1.0
4,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,2,28,13851,1.0
5,5,Zalewski Daroit Priscila ,OH,0,0,0,0,,BRA,RECEPTION,2,28,13851,1.0
6,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,2,28,13851,1.0
7,7,Montibeller Rosamaria ,OH,0,0,0,0,,BRA,RECEPTION,2,28,13851,1.0
8,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,RECEPTION,2,28,13851,1.0
9,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,2,28,13851,1.0
10,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,2,28,13851,1.0
11,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,2,28,13851,1.0
12,16,Nascimento Kisy ,O,0,0,0,0,,BRA,RECEPTION,2,28,13851,1.0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,2,28,13851,1.0
0,10,Braga Guimaraes Gabriela (C),OH,4,1,6,11,27.27,BRA,RECEPTION,3,20,13851,0.0
1,17,Bergmann Julia Isabelle ,OH,1,1,2,4,0.0,BRA,RECEPTION,3,20,13851,0.0
2,3,Gambatto Kudiess Julia ,MB,0,0,0,0,,BRA,RECEPTION,3,20,13851,0.0
3,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,3,20,13851,0.0
4,5,Zalewski Daroit Priscila ,OH,0,0,0,0,,BRA,RECEPTION,3,20,13851,0.0
5,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,3,20,13851,0.0
6,7,Montibeller Rosamaria ,OH,0,0,0,0,,BRA,RECEPTION,3,20,13851,0.0
7,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,RECEPTION,3,20,13851,0.0
8,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,3,20,13851,0.0
9,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,3,20,13851,0.0
10,14,Araujo Natália ,L,0,1,5,6,-16.67,BRA,RECEPTION,3,20,13851,0.0
11,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,3,20,13851,0.0
12,16,Nascimento Kisy ,O,0,0,1,1,0.0,BRA,RECEPTION,3,20,13851,0.0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,3,20,13851,0.0
0,10,Braga Guimaraes Gabriela (C),OH,2,0,5,7,28.57,BRA,RECEPTION,4,25,13851,1.0
1,14,Araujo Natália ,L,1,0,2,3,33.33,BRA,RECEPTION,4,25,13851,1.0
2,17,Bergmann Julia Isabelle ,OH,1,0,2,3,33.33,BRA,RECEPTION,4,25,13851,1.0
3,3,Gambatto Kudiess Julia ,MB,0,0,0,0,,BRA,RECEPTION,4,25,13851,1.0
4,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,4,25,13851,1.0
5,5,Zalewski Daroit Priscila ,OH,0,0,0,0,,BRA,RECEPTION,4,25,13851,1.0
6,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,RECEPTION,4,25,13851,1.0
7,7,Montibeller Rosamaria ,OH,0,0,0,0,,BRA,RECEPTION,4,25,13851,1.0
8,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,RECEPTION,4,25,13851,1.0
9,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,4,25,13851,1.0
10,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,4,25,13851,1.0
11,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,4,25,13851,1.0
12,16,Nascimento Kisy ,O,0,0,0,0,,BRA,RECEPTION,4,25,13851,1.0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,4,25,13851,1.0
0,3,Nishida Sarina (C),OH,11,1,31,43,23.26,JPN,RECEPTION,0,0,13851,
1,4,Ishikawa Mayu ,OH,6,0,5,11,54.55,JPN,RECEPTION,0,0,13851,
2,15,Hayashi Kotona ,OH,4,0,11,15,26.67,JPN,RECEPTION,0,0,13851,
3,9,Kojima Manami ,L,2,2,19,23,0.0,JPN,RECEPTION,0,0,13851,
4,1,Moriya Akane ,L,0,0,0,0,,JPN,RECEPTION,0,0,13851,
5,2,Uchiseto Mami ,L,0,0,0,0,,JPN,RECEPTION,0,0,13851,
6,5,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,0,0,13851,
7,10,Inoue Arisa ,OH,0,0,0,0,,JPN,RECEPTION,0,0,13851,
8,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,0,0,13851,
9,24,Matsui Tamaki ,S,0,0,0,0,,JPN,RECEPTION,0,0,13851,
10,25,Ogawa Erina ,MB,0,0,0,0,,JPN,RECEPTION,0,0,13851,
11,28,Hamamatsu Asuka ,MB,0,0,0,0,,JPN,RECEPTION,0,0,13851,
12,30,Seki Nanami ,S,0,0,0,0,,JPN,RECEPTION,0,0,13851,
13,38,Sato Yoshino ,OH,0,0,0,0,,JPN,RECEPTION,0,0,13851,
0,3,Nishida Sarina (C),OH,5,0,8,13,38.46,JPN,RECEPTION,1,27,13851,0.0
1,1,Moriya Akane ,L,0,0,0,0,,JPN,RECEPTION,1,27,13851,0.0
2,2,Uchiseto Mami ,L,0,0,0,0,,JPN,RECEPTION,1,27,13851,0.0
3,4,Ishikawa Mayu ,OH,0,0,0,0,,JPN,RECEPTION,1,27,13851,0.0
4,5,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,1,27,13851,0.0
5,9,Kojima Manami ,L,0,1,4,5,-20.0,JPN,RECEPTION,1,27,13851,0.0
6,10,Inoue Arisa ,OH,0,0,0,0,,JPN,RECEPTION,1,27,13851,0.0
7,15,Hayashi Kotona ,OH,0,0,4,4,0.0,JPN,RECEPTION,1,27,13851,0.0
8,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,1,27,13851,0.0
9,24,Matsui Tamaki ,S,0,0,0,0,,JPN,RECEPTION,1,27,13851,0.0
10,25,Ogawa Erina ,MB,0,0,0,0,,JPN,RECEPTION,1,27,13851,0.0
11,28,Hamamatsu Asuka ,MB,0,0,0,0,,JPN,RECEPTION,1,27,13851,0.0
12,30,Seki Nanami ,S,0,0,0,0,,JPN,RECEPTION,1,27,13851,0.0
13,38,Sato Yoshino ,OH,0,0,0,0,,JPN,RECEPTION,1,27,13851,0.0
0,15,Hayashi Kotona ,OH,4,0,3,7,57.14,JPN,RECEPTION,2,26,13851,0.0
1,3,Nishida Sarina (C),OH,3,0,12,15,20.0,JPN,RECEPTION,2,26,13851,0.0
2,1,Moriya Akane ,L,0,0,0,0,,JPN,RECEPTION,2,26,13851,0.0
3,2,Uchiseto Mami ,L,0,0,0,0,,JPN,RECEPTION,2,26,13851,0.0
4,4,Ishikawa Mayu ,OH,0,0,0,0,,JPN,RECEPTION,2,26,13851,0.0
5,5,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,2,26,13851,0.0
6,9,Kojima Manami ,L,0,0,4,4,0.0,JPN,RECEPTION,2,26,13851,0.0
7,10,Inoue Arisa ,OH,0,0,0,0,,JPN,RECEPTION,2,26,13851,0.0
8,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,2,26,13851,0.0
9,24,Matsui Tamaki ,S,0,0,0,0,,JPN,RECEPTION,2,26,13851,0.0
10,25,Ogawa Erina ,MB,0,0,0,0,,JPN,RECEPTION,2,26,13851,0.0
11,28,Hamamatsu Asuka ,MB,0,0,0,0,,JPN,RECEPTION,2,26,13851,0.0
12,30,Seki Nanami ,S,0,0,0,0,,JPN,RECEPTION,2,26,13851,0.0
13,38,Sato Yoshino ,OH,0,0,0,0,,JPN,RECEPTION,2,26,13851,0.0
0,3,Nishida Sarina (C),OH,3,1,11,15,13.33,JPN,RECEPTION,3,25,13851,1.0
1,1,Moriya Akane ,L,0,0,0,0,,JPN,RECEPTION,3,25,13851,1.0
2,2,Uchiseto Mami ,L,0,0,0,0,,JPN,RECEPTION,3,25,13851,1.0
3,4,Ishikawa Mayu ,OH,0,0,1,1,0.0,JPN,RECEPTION,3,25,13851,1.0
4,5,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,3,25,13851,1.0
5,9,Kojima Manami ,L,0,0,4,4,0.0,JPN,RECEPTION,3,25,13851,1.0
6,10,Inoue Arisa ,OH,0,0,0,0,,JPN,RECEPTION,3,25,13851,1.0
7,15,Hayashi Kotona ,OH,0,0,1,1,0.0,JPN,RECEPTION,3,25,13851,1.0
8,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,3,25,13851,1.0
9,24,Matsui Tamaki ,S,0,0,0,0,,JPN,RECEPTION,3,25,13851,1.0
10,25,Ogawa Erina ,MB,0,0,0,0,,JPN,RECEPTION,3,25,13851,1.0
11,28,Hamamatsu Asuka ,MB,0,0,0,0,,JPN,RECEPTION,3,25,13851,1.0
12,30,Seki Nanami ,S,0,0,0,0,,JPN,RECEPTION,3,25,13851,1.0
13,38,Sato Yoshino ,OH,0,0,0,0,,JPN,RECEPTION,3,25,13851,1.0
0,4,Ishikawa Mayu ,OH,6,0,4,10,60.0,JPN,RECEPTION,4,14,13851,0.0
1,9,Kojima Manami ,L,2,1,7,10,10.0,JPN,RECEPTION,4,14,13851,0.0
2,1,Moriya Akane ,L,0,0,0,0,,JPN,RECEPTION,4,14,13851,0.0
3,2,Uchiseto Mami ,L,0,0,0,0,,JPN,RECEPTION,4,14,13851,0.0
4,3,Nishida Sarina (C),OH,0,0,0,0,,JPN,RECEPTION,4,14,13851,0.0
5,5,Shimamura Haruyo ,MB,0,0,0,0,,JPN,RECEPTION,4,14,13851,0.0
6,10,Inoue Arisa ,OH,0,0,0,0,,JPN,RECEPTION,4,14,13851,0.0
7,15,Hayashi Kotona ,OH,0,0,3,3,0.0,JPN,RECEPTION,4,14,13851,0.0
8,19,Yamada Nichika ,MB,0,0,0,0,,JPN,RECEPTION,4,14,13851,0.0
9,24,Matsui Tamaki ,S,0,0,0,0,,JPN,RECEPTION,4,14,13851,0.0
10,25,Ogawa Erina ,MB,0,0,0,0,,JPN,RECEPTION,4,14,13851,0.0
11,28,Hamamatsu Asuka ,MB,0,0,0,0,,JPN,RECEPTION,4,14,13851,0.0
12,30,Seki Nanami ,S,0,0,0,0,,JPN,RECEPTION,4,14,13851,0.0
13,38,Sato Yoshino ,OH,0,0,0,0,,JPN,RECEPTION,4,14,13851,0.0
0,7,Baladin Hande ,OH,9,0,12,21,42.86,TUR,RECEPTION,0,0,13852,
1,2,Akoz Simge Sebnem ,L,8,0,13,21,38.1,TUR,RECEPTION,0,0,13852,
2,6,Sahin Saliha ,OH,7,3,11,21,19.05,TUR,RECEPTION,0,0,13852,
3,9,Diken Meliha ,O,2,0,4,6,33.33,TUR,RECEPTION,0,0,13852,
4,4,Ivegin Tugba ,OH,1,0,0,1,100.0,TUR,RECEPTION,0,0,13852,
5,1,Arici Beyza ,MB,0,0,0,0,,TUR,RECEPTION,0,0,13852,
6,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,0,0,13852,
7,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,RECEPTION,0,0,13852,
8,12,Şahin Elif ,S,0,0,0,0,,TUR,RECEPTION,0,0,13852,
9,13,Boz Meryem ,O,0,0,0,0,,TUR,RECEPTION,0,0,13852,
10,14,Erdem Dündar Eda (C),MB,0,0,1,1,0.0,TUR,RECEPTION,0,0,13852,
11,18,Gunes Zehra ,MB,0,0,0,0,,TUR,RECEPTION,0,0,13852,
12,22,Aydin İlkin ,OH,0,0,0,0,,TUR,RECEPTION,0,0,13852,
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,RECEPTION,0,0,13852,
0,7,Baladin Hande ,OH,4,0,7,11,36.36,TUR,RECEPTION,1,23,13852,0.0
1,6,Sahin Saliha ,OH,3,1,3,7,28.57,TUR,RECEPTION,1,23,13852,0.0
2,2,Akoz Simge Sebnem ,L,1,0,3,4,25.0,TUR,RECEPTION,1,23,13852,0.0
3,1,Arici Beyza ,MB,0,0,0,0,,TUR,RECEPTION,1,23,13852,0.0
4,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,1,23,13852,0.0
5,4,Ivegin Tugba ,OH,0,0,0,0,,TUR,RECEPTION,1,23,13852,0.0
6,9,Diken Meliha ,O,0,0,0,0,,TUR,RECEPTION,1,23,13852,0.0
7,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,RECEPTION,1,23,13852,0.0
8,12,Şahin Elif ,S,0,0,0,0,,TUR,RECEPTION,1,23,13852,0.0
9,13,Boz Meryem ,O,0,0,0,0,,TUR,RECEPTION,1,23,13852,0.0
10,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,RECEPTION,1,23,13852,0.0
11,18,Gunes Zehra ,MB,0,0,0,0,,TUR,RECEPTION,1,23,13852,0.0
12,22,Aydin İlkin ,OH,0,0,0,0,,TUR,RECEPTION,1,23,13852,0.0
